,顧客ID,商品コード,売上単価,数量,売上,明細ID
12737,143610124,1B2201,28080,1,28080,1430000222361
12741,143610133,200071,16200,1,16200,1430000221941
12744,143610136,1A1601,82080,1,82080,1430000219821
12757,143610138,1A1501,105840,1,105840,1430000222011
12778,143630108,200006,8640,1,8640,1430000224691
12792,143650055,200071,16200,1,16200,1430000224701
12795,143650056,200071,16200,1,16200,1430000224731
12822,143710157,200006,8640,1,8640,1430000222391
12832,143720111,1B2201,28080,1,28080,1430000223702
12839,143720123,200006,8640,1,8640,1430000221881
12843,143720125,1A1501,105840,1,105840,1430000222992
12846,143720126,1A1501,105840,1,105840,1430000224161
12858,143720127,1A1501,105840,1,105840,1430000226281
12866,143730033,1A1501,105840,1,105840,1430000222082
12876,143750067,200006,8640,1,8640,1430000221421
12877,143750068,1A1501,105840,1,105840,1430000224361
12882,143810133,200071,16200,1,16200,280000299631
12885,143810150,200006,8640,1,8640,1430000222291
12887,143810154,1B2201,28080,1,28080,1430000224782
12898,143810190,200071,16200,1,16200,1430000219601
12906,143810195,200006,8640,1,8640,1430000222321
12909,143810197,200006,8640,1,8640,1430000225771
12926,143850084,1A1601,82080,1,82080,1430000224001
12948,144410024,1A1501,105840,1,105840,1540000047241
12949,144410024,1B2201,28080,1,28080,1540000047242
12954,144720022,200006,8640,1,8640,1440000029731
12959,145220005,200006,8640,1,8640,1450000427561
12969,145450064,1A1601,82080,1,82080,1450000430312
13018,146210057,1A1601,82080,1,82080,1460000044741
13034,146610012,200006,8640,1,8640,1800000022271
13051,146810002,200071,16200,1,16200,1460000044621
13053,147220010,200071,16200,1,16200,1910000017171
13066,148110001,1B2201,28080,1,28080,1480000042693
13076,148310018,200071,16200,1,16200,1480000042941
13100,148630026,1A1501,105840,1,105840,1480000042732
13102,148630026,1B2201,28080,1,28080,1480000042734
13121,148850022,1A1501,105840,1,105840,1480000043412
13122,148850022,1B2201,28080,1,28080,1480000043413
13125,149110028,200006,8640,1,8640,1490000097431
13131,149120095,200071,16200,1,16200,1490000097471
13142,149120117,1B2201,28080,1,28080,1490000096464
13188,149310084,200071,16200,1,16200,1490000096281
13202,149510057,200006,8640,1,8640,1490000097371
13206,149510102,200071,16200,1,16200,1490000096331
13209,149510102,200071,16200,1,16200,1490000097171
13211,149510104,1A1601,82080,1,82080,1490000097311
13215,149520043,1A1601,82080,1,82080,1490000096002
13223,149610021,1B2201,28080,1,28080,1490000097093
13249,149910022,200006,8640,1,8640,1430000223011
13266,150150057,1A1501,105840,1,105840,1500000047992
13268,150150057,1B2201,28080,1,28080,1500000047994
13283,150250014,1B2201,28080,1,28080,1500000048364
13303,150710049,200006,8640,1,8640,1500000047931
13317,151230004,200006,8640,1,8640,1940000027191
13319,151810003,200006,8640,1,8640,1940000026921
13327,153140012,200006,8640,1,8640,1530000055771
13329,153220016,200006,8640,1,8640,1530000056731
13362,153610057,200006,8640,1,8640,1530000055451
13366,153630032,1A1601,82080,1,82080,1530000055911
13371,153730022,1B2201,28080,1,28080,1530000056021
13376,153850030,200006,8640,1,8640,1530000055941
13407,154210001,200071,16200,1,16200,1540000046551
13413,154230040,1A1501,105840,1,105840,1540000046561
13439,154410071,1A1601,82080,1,82080,1540000046382
13453,154430013,1A1501,105840,1,105840,1540000046402
13464,154510033,200006,8640,1,8640,1540000047481
13488,154750014,1B2201,28080,1,28080,1540000047232
13491,154810028,200071,16200,1,16200,1540000046951
13499,155210024,1B2201,28080,1,28080,1550000070033
13503,155210041,200006,8640,1,8640,1550000069941
13572,157150042,1B2201,28080,1,28080,1570000034065
13575,157210041,1A1601,82080,1,82080,1570000034021
13578,157230016,1B2201,28080,1,28080,1570000034131
13585,157510041,200006,8640,1,8640,1570000033881
13596,157720027,200006,8640,1,8640,1570000033931
13598,157750002,200006,8640,1,8640,1570000034071
13600,158120022,200006,8640,1,8640,1580000023431
13603,158810021,200071,16200,1,16200,1580000023261
13607,159120013,200071,16200,1,16200,1770000186311
13610,159120022,200006,8640,1,8640,1550000070491
13627,160110009,200071,16200,1,16200,1600000034431
13636,160520013,1A1501,105840,1,105840,1600000034481
13638,160520013,1B2201,28080,1,28080,1600000034483
13644,160710002,1B2201,28080,1,28080,1600000034241
13656,160810005,1B2201,28080,1,28080,1600000034221
13663,160810026,200071,16200,1,16200,1600000033821
13669,161550003,200006,8640,1,8640,2090000015451
13670,161550003,200071,16200,1,16200,2090000015452
13672,162110065,200006,8640,2,17280,1620000239561
13676,162110065,1B2201,28080,1,28080,1620000239565
13680,162110083,200006,8640,1,8640,1620000242052
13682,162120050,200006,8640,1,8640,110000408421
13683,162120110,200006,8640,1,8640,1770000187521
13695,162120242,1A1501,105840,1,105840,1620000243592
13697,162120243,1A1501,105840,1,105840,1620000244521
13699,162120244,200006,8640,1,8640,1620000245181
13711,162150075,1B2201,28080,1,28080,350000638501
13722,162150090,1B2201,28080,1,28080,1620000236906
13728,162150235,1A1601,82080,1,82080,1620000238081
13738,162150236,200071,16200,1,16200,1620000238152
13740,162150236,1A1501,105840,1,105840,1620000240241
13750,162150237,200006,8640,1,8640,1620000238661
13753,162150238,1A1601,82080,1,82080,1620000242881
13761,162150239,1A1501,105840,1,105840,1620000243202
13784,162210193,1A1501,105840,1,105840,1620000240261
13798,162210194,1A1501,105840,1,105840,1620000241382
13803,162210194,1B2201,28080,1,28080,1620000241387
13812,162210196,1A1501,105840,1,105840,1620000245212
13813,162210196,1B2201,28080,1,28080,1620000245213
13823,162230053,200006,8640,1,8640,1620000236651
13828,162230078,200006,8640,1,8640,1620000243311
13837,162310129,1A1601,82080,1,82080,1620000238852
13847,162310130,200006,8640,1,8640,1620000243541
13851,162320063,200006,8640,1,8640,1620000237931
13861,162330048,1A1501,105840,1,105840,1620000238832
13882,162410160,200071,16200,1,16200,1620000238161
13888,162410225,200006,8640,1,8640,1620000243411
13904,162450064,200006,8640,1,8640,1620000238351
13915,162510062,200006,8640,2,17280,1620000236401
13918,162510156,200006,8640,1,8640,1620000240271
13930,162610134,1A1501,105840,1,105840,1620000240812
13933,162610134,1B2201,28080,1,28080,1620000240815
13942,162620032,1B2201,28080,1,28080,1620000238111
13956,162630161,1A1501,105840,1,105840,1620000239191
13975,162720048,200006,8640,1,8640,1620000244771
13988,162750052,1B2201,28080,1,28080,1730000028681
13994,162810047,200071,16200,1,16200,1430000221431
14002,162810194,1A1501,105840,1,105840,1620000240351
14003,162810194,1B2201,28080,1,28080,1620000240352
14014,162810196,1A1501,105840,1,105840,1620000242311
14026,162810197,200006,8640,1,8640,1620000244391
14031,162850088,1A1501,105840,1,105840,1620000242862
14032,162850088,1B2201,28080,1,28080,1620000242863
14043,162910051,1A1601,82080,1,82080,1620000243081
14057,163230011,1A1501,105840,1,105840,1630000037341
14073,163420002,1B2201,28080,1,28080,1630000037301
14087,166250008,200006,8640,1,8640,1660000028961
14094,166710055,1A1501,105840,1,105840,1660000029052
14105,167120046,1A1501,105840,1,105840,2580000001412
14106,167120046,1B2201,28080,1,28080,2580000001413
14119,167720003,200071,16200,1,16200,2480000000431
14121,168110007,200071,16200,1,16200,1680000017361
14127,168120030,1A1501,105840,1,105840,1120000058632
14137,168220009,1A1501,105840,1,105840,1680000017442
14153,168250010,200071,16200,1,16200,1680000017334
14159,168610011,200071,16200,1,16200,1680000017211
14162,168710014,200006,8640,1,8640,1680000017291
14169,168720013,200006,8640,1,8640,1680000017412
14180,168850007,200071,16200,1,16200,1680000017501
14183,170110029,200071,16200,1,16200,1700000056882
14190,170120001,1B2201,28080,1,28080,1700000056601
14212,170150074,200006,8640,1,8640,1700000056721
14216,170150075,1A1501,105840,1,105840,1700000056812
14218,170150076,1A1601,82080,1,82080,1700000056861
14227,170220025,1B2201,28080,1,28080,1700000056072
14234,170230021,1B2201,28080,1,28080,1700000056211
14268,170310053,200071,16200,1,16200,1700000056084
14272,170320060,1A1601,82080,1,82080,1700000056621
14277,170410056,200006,8640,1,8640,600000131851
14278,170410056,200071,16200,1,16200,600000131852
14281,170410056,1A1501,105840,1,105840,600000132531
14300,170420002,200006,8640,1,8640,1700000055431
14311,170510028,1B2201,28080,1,28080,1700000056542
14316,170510036,1B2201,28080,1,28080,1700000056391
14321,170610003,200006,8640,1,8640,1700000055461
14331,170710044,200071,16200,1,16200,1700000057051
14333,170720027,1B2201,28080,1,28080,1700000055542
14347,170810036,1B2201,28080,1,28080,1700000056904
14357,170850022,1B2201,28080,1,28080,1700000056171
14364,171210013,200006,8640,1,8640,2520000000041
14374,173110026,1B2201,28080,1,28080,1730000028333
14380,173120054,200006,8640,1,8640,1730000028381
14389,173710035,1B2201,28080,1,28080,1730000028491
14394,173720029,1A1601,82080,1,82080,1730000028582
14395,173720029,1B2201,28080,1,28080,1730000028583
14406,173850017,200071,16200,1,16200,1730000028561
14415,174110019,200071,16200,1,16200,710000188611
14438,174210005,1B2201,28080,1,28080,1740000034708
14439,174250001,200071,16200,1,16200,1740000034981
14444,174330006,1B2201,28080,1,28080,1740000035413
14456,174550007,1B2201,28080,1,28080,1740000034716
14457,174650008,1B2201,28080,1,28080,1740000035291
14462,174710024,1B2201,28080,1,28080,1740000035571
14467,174810020,200006,8640,1,8640,1280000031631
14469,174810020,200071,16200,1,16200,1280000031633
14499,175810008,200006,8640,1,8640,1750000019571
14506,175850012,200071,16200,1,16200,1750000019913
14519,176810019,1A1601,82080,1,82080,1760000015962
14525,176910010,1A1501,105840,1,105840,1760000016142
14527,176910010,1B2201,28080,1,28080,1760000016144
14539,177110038,1B2201,28080,1,28080,1770000191091
14546,177120058,200006,8640,1,8640,2360000005401
14549,177120064,1B2201,28080,1,28080,1770000189402
14579,177130067,1B2201,28080,1,28080,1770000188653
14605,177210032,200006,8640,1,8640,1770000187193
14610,177210150,200006,8640,1,8640,1770000190531
14611,177210150,200071,16200,1,16200,1770000190532
14619,177210157,200006,8640,1,8640,1770000188131
14621,177210157,200071,16200,1,16200,1770000188891
14626,177220073,200071,16200,1,16200,1770000186381
14631,177220074,200071,16200,1,16200,1770000189871
14640,177250042,1B2201,28080,1,28080,1770000184753
14655,177310052,200006,8640,1,8640,1770000188081
14690,177330042,1A1501,105840,1,105840,1770000186012
14714,177410121,1B2201,28080,1,28080,630000730001
14722,177412091,200006,8640,1,8640,1770000186701
14730,177430030,1B2201,28080,1,28080,1770000188722
14736,177520073,1A1501,105840,1,105840,1770000187551
14749,177550017,1B2201,28080,1,28080,1770000185781
14761,177630034,200006,8640,1,8640,1770000186941
14769,177630097,1A1501,105840,1,105840,1770000189122
14771,177630097,1B2201,28080,1,28080,1770000189124
14779,177710085,1A1501,105840,1,105840,1770000187811
14780,177710085,1B2201,28080,1,28080,1770000187812
14792,177750034,1B2201,28080,1,28080,1770000191121
14800,177810092,200006,8640,1,8640,1770000189621
14804,177810100,200006,8640,1,8640,1770000185362
14808,177810100,1B2201,28080,1,28080,1770000185366
14837,177810141,200071,16200,1,16200,1770000185032
14838,177810141,200006,8640,1,8640,1770000185033
14867,177810146,1A1501,105840,1,105840,1770000185001
14870,177830010,1B2201,28080,1,28080,1770000189272
14884,177850056,1B2201,28080,1,28080,1770000190564
14892,177850065,1A1501,105840,1,105840,1770000189742
14896,178150025,1A1501,105840,1,105840,1780000016172
14898,178150025,1B2201,28080,1,28080,1780000016174
14912,178310009,1B2201,28080,1,28080,1780000016131
14918,178320016,1A1501,105840,1,105840,1780000016062
14934,178710036,1A1501,105840,1,105840,1780000016002
14936,178710036,1B2201,28080,1,28080,1780000016004
14951,179120030,200071,16200,1,16200,1790000019641
14961,179250020,200006,8640,1,8640,1790000019011
14967,179310023,1A1501,105840,1,105840,1790000019171
14968,179310023,1B2201,28080,1,28080,1790000019172
14982,179310024,200071,16200,1,16200,1790000019273
14991,179650011,1A1501,105840,1,105840,1790000019131
14998,179650011,1B2201,28080,1,28080,1790000019138
15025,180220007,200006,8640,1,8640,550000202451
15028,180320027,200071,16200,1,16200,1800000022741
15031,180320027,200071,16200,1,16200,1800000023131
15036,180330022,1A1501,105840,1,105840,1800000022902
15037,180330022,1B2201,28080,1,28080,1800000022903
15048,180340007,200006,8640,1,8640,1800000022931
15049,180340009,200006,8640,1,8640,1800000022711
15053,180620015,200071,16200,1,16200,1800000022691
15058,180620015,200071,16200,1,16200,1800000022841
15063,180620015,200006,8640,1,8640,1800000022961
15067,180630009,200006,8640,1,8640,1800000022821
15073,180850011,200006,8640,1,8640,1800000022331
15085,181250017,1A1501,105840,1,105840,1810000041631
15087,181250017,1B2201,28080,1,28080,1810000041633
15110,181610023,1A1501,105840,1,105840,1810000042502
15120,181710006,200006,8640,1,8640,2170000003851
15127,181850016,1B2201,28080,1,28080,1810000042201
15136,183110028,1A1501,105840,1,105840,1830000023782
15177,183510015,200006,8640,1,8640,1830000023191
15189,183620008,1A1601,82080,1,82080,1830000023481
15195,184610011,1B2201,28080,1,28080,1380000018851
15209,185130004,200006,8640,1,8640,1850000011591
15216,185510002,1B2201,28080,1,28080,1850000011762
15227,185710009,200006,8640,1,8640,1850000011461
15230,185710010,200006,8640,1,8640,1850000011491
15234,185710011,1A1601,82080,1,82080,1850000011522
15241,185810008,1A1501,105840,1,105840,1850000011372
15268,186520006,1B2201,28080,1,28080,1860000006771
15291,188120041,200071,16200,1,16200,1880000023702
15294,188120042,1A1501,105840,1,105840,1880000023792
15296,188120042,1B2201,28080,1,28080,1880000023794
15301,188150019,1B2201,28080,1,28080,1880000024031
15333,188540003,200006,8640,1,8640,1880000023331
15341,188610021,1A1601,82080,1,82080,1880000024041
15349,188710010,200006,8640,1,8640,1880000023461
15360,188810002,1B2201,28080,1,28080,1880000023523
15373,188810013,1B2201,28080,1,28080,1880000023747
15383,188810025,200006,8640,1,8640,1880000023801
15386,189120010,200006,8640,1,8640,1890000028121
15395,189120045,200006,8640,1,8640,1890000028441
15398,189120046,200071,16200,1,16200,1890000028412
15411,189210037,1A1601,82080,1,82080,1890000027992
15413,189210037,1B2201,28080,1,28080,1890000027994
15444,190230012,1A1501,105840,1,105840,1900000015102
15467,190320009,1A1601,82080,1,82080,1900000015681
15479,190610007,1B2201,28080,1,28080,1900000014995
15484,190610008,1B2201,28080,1,28080,1900000015314
15497,190750006,1B2201,28080,1,28080,1900000015365
15501,191110021,1A1501,105840,1,105840,1910000017481
15503,191110021,1B2201,28080,1,28080,1910000017483
15513,191120015,1B2201,28080,1,28080,1910000017673
15530,191150014,1B2201,28080,1,28080,1910000017984
15536,191150017,1B2201,28080,1,28080,1910000017972
15543,191210023,1A1501,105840,1,105840,1910000017881
15545,191210023,1B2201,28080,1,28080,1910000017883
15548,191230010,1A1501,105840,1,105840,1910000017501
15551,191230010,1B2201,28080,1,28080,1910000017504
15568,191320015,1B2201,28080,1,28080,1910000017688
15581,191410031,1A1501,105840,1,105840,1910000017991
15593,191650008,1A1501,105840,1,105840,1910000018121
15598,192210016,1A1501,105840,1,105840,1920000022411
15600,192210016,1B2201,28080,1,28080,1920000022413
15603,192220012,1A1601,82080,1,82080,1920000022102
15618,192320023,200071,16200,1,16200,1920000022302
15643,192610006,1B2201,28080,1,28080,1920000022431
15645,192710007,200071,16200,1,16200,1920000022441
15651,192710024,200006,8640,1,8640,1920000021471
15676,194110020,200071,16200,1,16200,1940000026471
15689,194120041,1A1501,105840,1,105840,1940000026071
15698,194130003,1B2201,28080,1,28080,550000200501
15703,194140006,1A1501,105840,1,105840,1940000027221
15708,194140006,1B2201,28080,1,28080,1940000027226
15710,194250025,200006,8640,1,8640,1940000026551
15735,194330017,1B2201,28080,1,28080,1940000026571
15737,194330025,1A1601,82080,1,82080,1940000026771
15761,194410042,1A1601,82080,1,82080,1940000027232
15769,194440007,1A1501,105840,1,105840,1940000026412
15795,194610007,1B2201,28080,1,28080,1940000026171
15805,194610019,1A1501,105840,1,105840,1940000027691
15811,194810007,1B2201,28080,1,28080,1940000027051
15815,194810023,1A1501,105840,1,105840,1940000026621
15820,194830002,200006,8640,1,8640,1940000025891
15826,194850015,200006,8640,1,8640,1940000026461
15830,196320004,200006,8640,1,8640,1210000030601
15845,198150068,1A1501,105840,1,105840,1980000038101
15848,198150068,1B2201,28080,1,28080,1980000038104
15864,198230020,200006,8640,1,8640,1980000037881
15885,198310038,1A1601,82080,1,82080,1980000037802
15891,198330008,1A1601,82080,1,82080,1980000038831
15897,198410088,200071,16200,1,16200,1980000037741
15901,198410088,200071,16200,1,16200,1980000038171
15903,198450007,200006,8640,1,8640,1980000038761
15920,198610037,1A1501,105840,1,105840,1980000037921
15922,198610037,1B2201,28080,1,28080,1980000037923
15933,198610038,200071,16200,1,16200,1980000038781
15936,198650005,200071,16200,1,16200,1980000037481
15942,198710034,200071,16200,1,16200,1980000037511
15945,198720021,1B2201,28080,1,28080,1980000037761
15971,199550001,200006,8640,1,8640,1990000010971
15987,200120037,200006,8640,1,8640,2000000019221
15998,200210032,200006,8640,1,8640,2000000018861
16010,200410060,1A1601,82080,1,82080,2000000019451
16014,200450003,1B2201,28080,1,28080,2000000019402
16015,200510023,200006,8640,1,8640,2000000019281
16027,200720012,200006,8640,1,8640,1990000010771
16035,201120024,200071,16200,1,16200,2010000017552
16047,201220011,1A1501,105840,1,105840,2010000017522
16049,201220011,1B2201,28080,1,28080,2010000017524
16052,201310009,200071,16200,1,16200,30000235321
16062,201320004,1B2201,28080,1,28080,2010000017391
16081,201610002,200071,16200,1,16200,340000051701
16097,202120014,1B2201,28080,1,28080,2020000013581
16109,202220007,1B2201,28080,1,28080,2020000013781
16118,202250018,200006,8640,1,8640,2020000013671
16120,202310008,1B2201,28080,1,28080,2020000013251
16147,202610007,200071,16200,1,16200,2020000014111
16168,202720014,1A1501,105840,1,105840,2020000014042
16169,202720014,1B2201,28080,1,28080,2020000014043
16195,203150016,200006,8640,1,8640,2030000017471
16198,203150024,1B2201,28080,1,28080,630000730681
16205,203150033,200071,16200,1,16200,2030000017811
16214,203440006,1A1501,105840,1,105840,340000051982
16219,203440006,200071,16200,1,16200,2030000016961
16240,204120018,1B2201,28080,1,28080,2340000002964
16250,204220004,200071,16200,1,16200,2040000009381
16254,204310013,200006,8640,1,8640,2040000009572
16262,204510005,1B2201,28080,1,28080,2040000009501
16279,205120009,200006,8640,1,8640,2050000006521
16281,205250005,200071,16200,1,16200,2050000006331
16301,205810004,1B2201,28080,1,28080,2050000006012
16306,205850002,1A1501,105840,1,105840,2050000006441
16310,207110007,1B2201,28080,1,28080,2070000014991
16318,207310008,200071,16200,1,16200,2070000015141
16331,207620002,200071,16200,1,16200,2070000014671
16332,207650006,1A1501,105840,1,105840,2070000014731
16348,207810026,1A1501,105840,1,105840,2070000014701
16376,208710008,200006,8640,1,8640,2080000015211
16379,209110013,200071,16200,1,16200,2090000014681
16383,209110014,200071,16200,1,16200,2090000014842
16386,209130002,200006,8640,1,8640,1940000027331
16396,209150022,200006,8640,1,8640,2090000013981
16404,209210017,1A1501,105840,1,105840,2090000013991
16407,209210017,1B2201,28080,1,28080,2090000013994
16413,209220006,1B2201,28080,1,28080,2090000014981
16419,209220011,200071,16200,1,16200,2090000013951
16423,209220011,200071,16200,1,16200,2090000015381
16425,209230004,1A1501,105840,1,105840,2090000013962
16427,209230004,1B2201,28080,1,28080,2090000013964
16451,209320016,1B2201,28080,1,28080,2090000014575
16474,209410024,200071,16200,1,16200,1430000224371
16476,209410025,200071,16200,1,16200,2090000015121
16501,209630004,1B2201,28080,1,28080,2090000014394
16506,209630011,1B2201,28080,1,28080,2090000013693
16520,209720008,1B2201,28080,1,28080,2090000013935
16529,209720009,1B2201,28080,1,28080,2090000015264
16532,209750007,200006,8640,1,8640,2090000014191
16538,209810001,1B2201,28080,1,28080,2090000013875
16548,209810019,1A1501,105840,1,105840,2090000014151
16551,209810019,1B2201,28080,1,28080,2090000014154
16559,209810020,200006,8640,1,8640,2090000014781
16567,209850007,1A1601,82080,1,82080,2090000014772
16571,209850008,1A1501,105840,1,105840,2090000014892
16573,209850008,1B2201,28080,1,28080,2090000014894
16576,210210002,1B2201,28080,1,28080,2100000010222
16584,210210022,200006,8640,1,8640,2100000010342
16594,210650007,1A1501,105840,1,105840,2100000010112
16596,210650007,1B2201,28080,1,28080,2100000010114
16610,210720023,1A1601,82080,1,82080,2100000010512
16620,211120034,200006,8640,1,8640,2110000022301
16627,211120039,1A1501,105840,1,105840,2110000022721
16639,211210014,1B2201,28080,1,28080,2110000021481
16645,211210035,1A1501,105840,1,105840,2110000021921
16656,211230009,1A1601,82080,1,82080,2110000022151
16667,211310023,1A1501,105840,1,105840,2110000021622
16708,211620015,200006,8640,1,8640,2110000022382
16713,211710017,1A1501,105840,1,105840,2110000021632
16726,211810001,200071,16200,1,16200,2110000022541
16729,211810016,200006,8640,1,8640,2110000022441
16734,212110019,1A1601,82080,1,82080,2120000018982
16744,212120046,1A1501,105840,1,105840,2120000019432
16750,212130004,200006,8640,1,8640,2120000019282
16755,212150033,200006,8640,1,8640,2120000019401
16768,212350003,200071,16200,1,16200,2120000019652
16790,213150003,1B2201,28080,1,28080,2130000011854
16794,213210019,1A1501,105840,1,105840,2130000012402
16795,213210019,1B2201,28080,1,28080,2130000012403
16800,213230006,1A1501,105840,1,105840,2130000011502
16802,213230006,1B2201,28080,1,28080,2130000011504
16818,213450008,1A1601,82080,1,82080,2130000011652
16842,213520004,1A1501,105840,1,105840,2130000012232
16844,213520004,1B2201,28080,1,28080,2130000012234
16846,213610010,200071,16200,1,16200,2130000011541
16851,213610010,200071,16200,1,16200,2130000012471
16857,213620008,1B2201,28080,1,28080,2130000011913
16880,213710009,200006,8640,1,8640,2130000012181
16884,213730003,200071,16200,1,16200,2130000011722
16887,213730003,1A1501,105840,1,105840,2130000012011
16888,213730003,1B2201,28080,1,28080,2130000012012
16907,213750003,1A1601,82080,1,82080,2130000011572
16947,214210007,1A1601,82080,1,82080,2140000004532
16949,214310007,1A1601,82080,1,82080,2140000004331
16960,214510002,1B2201,28080,1,28080,2140000004581
16969,214510005,1A1501,105840,1,105840,2140000004702
16987,215220012,200006,8640,1,8640,2310000004081
17013,215720001,1B2201,28080,1,28080,2150000009902
17020,215810004,1B2201,28080,1,28080,2150000010171
17031,216150015,1A1501,105840,1,105840,2160000005962
17043,216250004,1A1501,105840,1,105840,2160000006041
17045,216250004,1B2201,28080,1,28080,2160000006043
17058,216510008,1A1501,105840,1,105840,2160000005702
17069,216750003,1A1601,82080,1,82080,2160000005982
17113,217510005,1A1501,105840,1,105840,2170000003291
17137,217710007,200006,8640,1,8640,2170000003741
17150,218430002,200006,8640,1,8640,630000727571
17155,218550003,1B2201,28080,1,28080,2180000012082
17158,218720006,200006,8640,1,8640,2180000011741
17166,219110018,1A1501,105840,1,105840,2190000016411
17170,219110018,1B2201,28080,1,28080,2190000016415
17179,219120037,200006,8640,1,8640,2190000016591
17182,219130005,1B2201,28080,1,28080,2190000017062
17196,219310012,1A1501,105840,1,105840,2190000017111
17200,219310012,1B2201,28080,1,28080,2190000017115
17201,219320017,200006,8640,1,8640,2190000017291
17218,219620008,1A1501,105840,1,105840,2190000015861
17238,219850001,200006,8640,1,8640,2190000016491
17242,220110015,1B2201,28080,1,28080,2200000020692
17251,220210025,1B2201,28080,1,28080,2200000020493
17312,220610011,200071,16200,1,16200,2200000020991
17323,220710019,1A1501,105840,1,105840,2200000019812
17324,220710019,1B2201,28080,1,28080,2200000019813
17388,221150008,1A1501,105840,1,105840,2210000004942
17401,221210009,1A1501,105840,1,105840,2210000005381
17405,221210009,1B2201,28080,1,28080,2210000005385
17412,221250003,1B2201,28080,1,28080,2210000005143
17416,221310006,1A1501,105840,1,105840,2210000004971
17420,221310006,1B2201,28080,1,28080,2210000004975
17431,221320016,200006,8640,1,8640,2210000005101
17449,221510004,1A1501,105840,1,105840,2210000005001
17453,221510004,1B2201,28080,1,28080,2210000005005
17457,221620004,1A1501,105840,1,105840,2210000005151
17461,221620004,1B2201,28080,1,28080,2210000005155
17471,221710005,1B2201,28080,1,28080,2210000004905
17477,221720005,1A1501,105840,1,105840,2210000005272
17479,221720005,1B2201,28080,1,28080,2210000005274
17491,221810006,1B2201,28080,1,28080,2210000004985
17498,221810007,1B2201,28080,1,28080,2210000004745
17522,222320009,200071,16200,1,16200,2220000014831
17525,222430004,200071,16200,1,16200,2220000016221
17531,222450002,1A1501,105840,1,105840,2220000015671
17537,222540003,1B2201,28080,1,28080,2220000016091
17544,222630007,1A1501,105840,1,105840,2220000014721
17546,222630007,1B2201,28080,1,28080,2220000014723
17569,222730003,200071,16200,1,16200,2220000015853
17570,222730003,200006,8640,1,8640,2220000015854
17584,222850005,1A1501,105840,1,105840,2220000015061
17586,222850005,1B2201,28080,1,28080,2220000015063
17597,224120015,1A1501,105840,1,105840,2240000010702
17599,224120015,1B2201,28080,1,28080,2240000010704
17618,224220005,1B2201,28080,1,28080,2240000011203
17643,224430001,1B2201,28080,1,28080,2240000010957
17653,224510020,1A1501,105840,1,105840,2240000010922
17654,224510020,1B2201,28080,1,28080,2240000010923
17676,224710007,1B2201,28080,1,28080,2240000011334
17680,224710009,1A1501,105840,1,105840,2240000010722
17682,224710009,1B2201,28080,1,28080,2240000010724
17700,224730005,1A1501,105840,1,105840,2240000011232
17701,224730005,1B2201,28080,1,28080,2240000011233
17711,224810014,1B2201,28080,1,28080,2240000011102
17724,225110027,1A1601,82080,1,82080,2250000027402
17744,225130007,1B2201,28080,1,28080,2250000027872
17753,225150038,1A1501,105840,1,105840,2250000026841
17788,225310079,1A1501,105840,1,105840,2250000027951
17789,225310079,1B2201,28080,1,28080,2250000027952
17794,225410026,1B2201,28080,1,28080,2250000028002
17810,225530002,1A1501,105840,1,105840,2250000027011
17823,225710005,1B2201,28080,1,28080,2250000026581
17834,225720008,1A1601,82080,1,82080,2250000026693
17858,229520002,1B2201,28080,1,28080,2290000007073
17865,229610007,1A1501,105840,1,105840,2290000007221
17878,230330004,200006,8640,1,8640,2300000002431
17886,230650001,200006,8640,1,8640,2300000002385
17903,231250006,1A1501,105840,1,105840,2310000003961
17905,231250006,1B2201,28080,1,28080,2310000003963
17918,231410006,1A1501,105840,1,105840,2310000004072
17921,231410006,1B2201,28080,1,28080,2310000004075
17942,234130002,1A1501,105840,1,105840,2340000002912
17944,234150004,1A1501,105840,1,105840,2340000002921
17951,234210007,1B2201,28080,1,28080,2340000002105
17996,234620003,200006,8640,1,8640,2340000002522
18013,234710001,1A1501,105840,1,105840,2340000002532
18026,235150013,200006,8640,1,8640,2350000008471
18030,235210006,1B2201,28080,1,28080,2350000008151
18035,235210018,200006,8640,1,8640,2350000008001
18054,235350001,1A1501,105840,1,105840,2350000008182
18055,235350001,1B2201,28080,1,28080,2350000008183
18059,235520004,1A1501,105840,1,105840,2350000008632
18074,235710001,1B2201,28080,1,28080,2350000008494
18082,235810006,200006,8640,1,8640,2350000008011
18093,235810021,200006,8640,1,8640,2350000008301
18103,236230002,1B2201,28080,1,28080,2360000004682
18107,236230006,200071,16200,1,16200,2360000004791
18118,236330005,1A1501,105840,1,105840,2360000005072
18120,236330005,1B2201,28080,1,28080,2360000005074
18131,236510012,1A1501,105840,1,105840,2360000005382
18137,236630012,200006,8640,1,8640,2360000005061
18144,236850003,1A1501,105840,1,105840,2360000004742
18167,238220001,200006,8640,1,8640,2380000000321
18185,238720001,1A1501,105840,1,105840,2380000000251
18194,238910001,200071,16200,1,16200,2380000000351
18229,240410006,1A1601,82080,1,82080,2400000004282
18254,241120010,1B2201,28080,1,28080,2410000007352
18297,241510006,1A1501,105840,1,105840,2410000006561
18299,241510006,1B2201,28080,1,28080,2410000006563
18316,241630008,1A1501,105840,1,105840,2410000007261
18318,241630008,1B2201,28080,1,28080,2410000007263
18346,248230001,1A1501,105840,1,105840,2480000000102
18350,248230001,1B2201,28080,1,28080,2480000000106
