,顧客ID,状況,指名区分,予約回数
1644,045612136,予確済,なし,1
1645,045612136,変更取消,なし,2
1646,045632122,予確済,なし,2
1647,045632122,予約,なし,1
1648,045652045,予確済,なし,2
1649,045652045,予約,なし,1
1650,045722006,予約,なし,1
1651,045722021,予約,なし,1
1652,045722139,予約,なし,1
1653,045722139,変更取消,なし,1
1654,045722150,予確済,なし,1
1655,045722150,予約,なし,1
1656,045732016,予約,なし,1
1657,045732052,予確済,なし,1
1658,045752080,予約,なし,1
1659,045812055,予確済,なし,1
1660,045812089,予確済,あり,1
1661,045832002,予確済,なし,1
1662,045832002,予約,なし,1
1663,045852088,予約,なし,1
1664,045912065,予確済,なし,1
1665,045912065,変更取消,なし,1
1666,046812021,予約,なし,1
1667,047152081,予確済,なし,1
1668,047152081,予約,なし,1
1669,047312044,予確済,なし,2
1670,047312044,予約,なし,2
1671,047412079,予確済,なし,1
1672,047722026,予確済,なし,1
1673,050852023,予確済,なし,1
1674,053112141,予確済,なし,1
1675,053112452,予確済,なし,2
1676,053122629,予約,なし,1
1677,053122650,予約,あり,1
1678,053122752,予約,なし,1
1679,053122754,予確済,なし,1
1680,053122754,予約,あり,1
1681,053122782,取消,なし,2
1682,053122783,予約,なし,1
1683,053122787,予確済,なし,2
1684,053122787,予約,なし,3
1685,053122788,予確済,なし,3
1686,053122788,予約,なし,2
1687,053122789,予確済,なし,2
1688,053122789,予約,なし,3
1689,053122790,予確済,なし,1
1690,053122791,予確済,なし,1
1691,053122791,予約,なし,1
1692,053132178,予確済,なし,1
1693,053132224,予確済,なし,1
1694,053132225,予確済,なし,2
1695,053132225,予約,なし,2
1696,053132226,予確済,なし,2
1697,053132226,予約,なし,4
1698,053142017,予確済,なし,1
1699,053152082,予約,あり,1
1700,053152225,予約,あり,1
1701,053152438,予約,あり,1
1702,053152704,予約,なし,1
1703,053152729,予確済,なし,1
1704,053152732,予確済,なし,3
1705,053152732,予約,なし,3
1706,053152734,予確済,なし,1
1707,053152734,予約,なし,5
1708,053212139,予約,なし,3
1709,053212178,予約,あり,2
1710,053212478,予確済,なし,1
1711,053212478,予約,なし,1
1712,053212478,変更取消,なし,2
1713,053212533,予約,なし,1
1714,053212585,予確済,なし,1
1715,053212585,予約,なし,1
1716,053212593,予確済,なし,1
1717,053212608,予約,なし,4
1718,053212614,予約,なし,2
1719,053212645,予確済,なし,1
1720,053212645,予約,なし,1
1721,053212645,取消,なし,1
1722,053212653,予確済,なし,3
1723,053212653,予約,なし,3
1724,053212654,予確済,なし,2
1725,053222091,予約,あり,1
1726,053222188,予約,なし,2
1727,053222267,予確済,なし,1
1728,053232103,予確済,なし,1
1729,053252474,予確済,なし,2
1730,053312041,予確済,なし,1
1731,053312310,予約,あり,1
1732,053312572,取消,なし,4
1733,053312574,予確済,なし,2
1734,053312574,予約,なし,1
1735,053322379,予確済,なし,1
1736,053322379,予約,なし,5
1737,053332197,予確済,なし,2
1738,053332197,取消,なし,1
1739,053332341,予確済,なし,2
1740,053332341,予約,なし,4
1741,053332342,予確済,なし,2
1742,053332342,予約,なし,1
1743,053342050,予約,なし,2
1744,053342103,予確済,なし,3
1745,053342103,予約,なし,4
1746,053412558,予確済,なし,1
1747,053412622,予確済,なし,1
1748,053412736,予確済,なし,1
1749,053412745,予確済,なし,1
1750,053412746,予確済,なし,1
1751,053412746,変更取消,なし,1
1752,053412747,予確済,なし,3
1753,053412747,変更取消,なし,1
1754,053412748,予確済,なし,1
1755,053432164,予約,なし,2
1756,053432174,予確済,なし,1
1757,053432174,予約,なし,1
1758,053432174,取消,なし,1
1759,053452149,予約,なし,2
1760,053452158,予確済,なし,1
1761,053452158,予約,なし,1
1762,053512425,予約,なし,4
1763,053512486,予確済,なし,1
1764,053522075,予約,なし,2
1765,053522078,予約,あり,1
1766,053522142,予確済,なし,1
1767,053522142,予約,あり,1
1768,053552026,予確済,なし,1
1769,053552026,予約,あり,1
1770,053552082,予確済,なし,1
1771,053552082,予約,なし,1
1772,053552102,予確済,なし,1
1773,053612355,予確済,なし,1
1774,053612355,予約,なし,1
1775,053612357,予約,なし,2
1776,053622007,予約,あり,1
1777,053622212,予確済,なし,1
1778,053622212,変更取消,なし,1
1779,053622216,予確済,なし,2
1780,053622216,取消,なし,2
1781,053632245,予確済,あり,1
1782,053632266,予確済,なし,1
1783,053632266,予約,なし,1
1784,053632308,予確済,なし,1
1785,053632315,予確済,なし,1
1786,053632315,変更取消,なし,1
1787,053652170,予約,なし,2
1788,053712130,予約,なし,1
1789,053712251,予確済,なし,1
1790,053712304,予確済,なし,1
1791,053712304,予約,なし,1
1792,053712304,変更取消,なし,1
1793,053712332,予確済,なし,1
1794,053712332,予約,なし,1
1795,053712332,変更取消,なし,2
1796,053712382,予確済,なし,1
1797,053712382,予約,なし,1
1798,053712391,予確済,なし,1
1799,053712392,予確済,なし,2
1800,053712392,予約,なし,3
1801,053712394,予確済,なし,1
1802,053712394,予約,なし,6
1803,053722100,予確済,なし,1
1804,053722194,予約,なし,2
1805,053722229,予確済,なし,2
1806,053722326,予確済,なし,3
1807,053722326,予約,なし,2
1808,053722329,予確済,なし,3
1809,053722329,予約,なし,8
1810,053722329,変更取消,なし,1
1811,053732032,予約,あり,1
1812,053732089,予確済,なし,1
1813,053732099,予確済,あり,1
1814,053752184,予確済,なし,3
1815,053752184,予約,なし,4
1816,053812318,予確済,なし,1
1817,053812382,予確済,なし,1
1818,053812400,予確済,なし,1
1819,053812408,予確済,なし,1
1820,053812411,予約,なし,1
1821,053812452,予確済,なし,1
1822,053812455,予確済,なし,2
1823,053812455,予約,なし,3
1824,053852232,予確済,なし,1
1825,053852246,予確済,なし,2
1826,053852246,予約,なし,3
1827,053912194,予約,なし,1
1828,054112072,予約,なし,1
1829,054132060,予約,なし,1
1830,054332041,予約,なし,1
1831,054332042,予確済,なし,1
1832,054332042,予約,なし,2
1833,054432026,予確済,なし,1
1834,054512173,予約,なし,1
1835,054512173,変更取消,なし,1
1836,054512183,予約,なし,1
1837,054522036,予確済,なし,1
1838,054522036,予約,なし,1
1839,054612142,予約,なし,1
1840,054712083,予確済,なし,1
1841,054722100,予約,なし,1
1842,054752059,予確済,なし,1
1843,055112156,予確済,なし,1
1844,055132027,予確済,なし,1
1845,055152257,予確済,なし,1
1846,055152257,予約,なし,2
1847,055212195,予確済,なし,1
1848,055212195,予約,なし,1
1849,055232033,予確済,なし,1
1850,055232040,予確済,なし,1
1851,055242002,予確済,なし,1
1852,055242002,予約,なし,1
1853,055312217,予確済,なし,1
1854,055322064,予確済,なし,1
1855,055322064,予約,なし,1
1856,055412246,予確済,なし,1
1857,055412246,仮予約,なし,1
1858,055432049,予確済,なし,1
1859,055432051,予確済,なし,2
1860,055432051,予約,なし,1
1861,055452049,予確済,なし,1
1862,055512064,予確済,なし,1
1863,055552026,予確済,なし,1
1864,055552026,予約,なし,1
1865,055612133,予約,なし,1
1866,055632114,予約,なし,1
1867,055652048,予確済,なし,1
1868,055712094,予確済,なし,1
1869,055722088,予約,なし,1
1870,055752030,予確済,なし,1
1871,055752030,予約,なし,2
1872,055852091,予確済,なし,1
1873,056152086,予約,なし,1
1874,056212023,予確済,なし,1
1875,056212023,予約,なし,1
1876,056212065,予確済,なし,2
1877,056212065,予約,なし,1
1878,056212069,予約,なし,2
1879,056312029,予確済,あり,1
1880,056350005,予確済,なし,1
1881,056612022,予確済,なし,2
1882,056652019,予確済,なし,1
1883,056652019,取消,なし,1
1884,056712009,予約,なし,1
1885,056712037,予確済,なし,1
1886,056830002,予確済,なし,1
1887,057112020,予確済,なし,1
1888,057112020,変更取消,なし,1
1889,057112063,予確済,なし,1
1890,057122124,予約,なし,1
1891,057132025,予確済,なし,1
1892,057132025,予約,なし,1
1893,057212057,予確済,なし,1
1894,057212057,予約,なし,1
1895,057212057,変更取消,なし,1
1896,057212072,仮予約,なし,1
1897,057232050,予約,なし,1
1898,057312163,予確済,なし,1
1899,057312163,予約,なし,1
1900,057312179,仮予約,あり,1
1901,057322076,予確済,なし,1
1902,057332034,仮予約,なし,1
1903,057612055,予確済,なし,1
1904,057732028,予確済,なし,1
1905,057912038,予確済,なし,1
1906,058152033,予約,なし,1
1907,058222018,予確済,なし,2
1908,058222018,予約,なし,1
1909,058232008,予確済,なし,1
1910,058322017,予約,あり,1
1911,058632027,予確済,なし,1
1912,058632027,予約,なし,1
1913,058812014,予約,なし,1
1914,058852019,予確済,なし,1
1915,060112062,予確済,なし,1
1916,060112062,変更取消,なし,1
1917,060112115,予確済,なし,1
1918,060112115,取消,なし,1
1919,060122106,予確済,なし,1
1920,060122157,予確済,なし,1
1921,060122157,予約,なし,1
1922,060122162,予約,なし,1
1923,060122173,予確済,なし,1
1924,060122184,予確済,なし,1
1925,060122184,予約,なし,1
1926,060122185,予確済,なし,2
1927,060122185,予約,なし,1
1928,060132048,予確済,なし,2
1929,060152039,予約,なし,1
1930,060152133,予確済,なし,1
1931,060152134,予確済,なし,1
1932,060152134,予約,なし,1
1933,060212122,予確済,なし,3
1934,060212122,取消,なし,2
1935,060222039,予確済,なし,1
1936,060232045,予確済,なし,1
1937,060232045,予約,なし,1
1938,060252093,予確済,なし,1
1939,060252094,予確済,なし,2
1940,060252094,予約,なし,1
1941,060312119,予確済,なし,2
1942,060312119,予約,なし,1
1943,060312119,変更取消,なし,1
1944,060312121,予確済,なし,1
1945,060312121,変更取消,なし,1
1946,060312122,予確済,なし,1
1947,060312122,仮予約,なし,1
1948,060332065,予確済,なし,2
1949,060332065,予約,なし,1
1950,060342028,予確済,なし,1
1951,060342028,取消,なし,1
1952,060412068,予約,なし,1
1953,060412111,予約,なし,1
1954,060412156,予約,なし,1
1955,060412165,予確済,なし,1
1956,060512091,予確済,なし,1
1957,060512091,予約,なし,1
1958,060552015,予確済,なし,2
1959,060552015,取消,なし,1
1960,060552020,予確済,なし,1
1961,060612067,予約,なし,1
1962,060612068,予確済,なし,3
1963,060612068,取消,なし,1
1964,060622014,予確済,なし,1
1965,060622043,予確済,なし,1
1966,060622043,予約,なし,1
1967,060722010,予確済,なし,1
1968,060722010,予約,なし,1
1969,060722010,変更取消,なし,2
1970,060752018,予約,なし,1
1971,060752032,予確済,なし,1
1972,060752032,予約,なし,1
1973,060752033,予確済,なし,1
1974,060752033,予約,なし,1
1975,060752034,予確済,なし,1
1976,060752034,予約,なし,1
1977,060812097,予確済,なし,2
1978,060812099,予確済,なし,1
1979,060852048,予確済,なし,1
1980,061122089,予確済,なし,1
1981,061122089,取消,なし,2
1982,061122093,予確済,なし,1
1983,061152080,予確済,なし,2
1984,061212076,予確済,なし,1
1985,061212076,予約,なし,2
1986,061312055,予確済,なし,1
1987,061322040,予確済,なし,1
1988,061322040,予約,なし,1
1989,061322042,予確済,なし,1
1990,061322042,仮予約,なし,1
1991,061512027,予確済,なし,1
1992,061652032,予確済,なし,4
1993,061722026,予確済,なし,1
1994,061812053,予確済,なし,1
1995,062122138,予約,なし,1
1996,062122141,予約,なし,1
1997,062252053,予確済,なし,1
1998,062252053,予約,なし,1
1999,062312080,予確済,なし,2
2000,062322051,予確済,なし,2
2001,062322058,予約,なし,1
2002,062412149,予約,なし,1
2003,062412157,予確済,なし,1
2004,062612085,予約,なし,1
2005,062622095,予確済,なし,2
2006,062622095,予約,なし,1
2007,062652022,予確済,なし,2
2008,062652022,予約,なし,2
2009,062652022,変更取消,なし,1
2010,062722065,予約,なし,2
2011,063112102,予確済,なし,1
2012,063112144,予確済,なし,1
2013,063112223,予確済,なし,1
2014,063112223,予約,なし,1
2015,063112247,予確済,なし,1
2016,063112249,予約,なし,1
2017,063112286,予確済,なし,1
2018,063112313,予確済,なし,1
2019,063112313,予約,なし,1
2020,063112314,予確済,なし,4
2021,063112314,予約,なし,1
2022,063112314,取消,なし,2
2023,063122037,予約,なし,1
2024,063122547,予約,なし,1
2025,063122550,予確済,なし,1
2026,063122570,予確済,なし,1
2027,063122585,予確済,なし,1
2028,063122585,予約,なし,1
2029,063122585,変更取消,なし,1
2030,063122588,予確済,なし,2
2031,063122588,予約,なし,2
2032,063122598,予約,なし,1
2033,063122602,予確済,なし,1
2034,063122604,予確済,なし,3
2035,063122604,予約,なし,2
2036,063122608,予確済,なし,1
2037,063122608,予約,なし,1
2038,063122609,予確済,なし,1
2039,063122609,予約,なし,1
2040,063122610,予確済,なし,1
2041,063122610,予約,なし,1
2042,063122610,変更取消,なし,1
2043,063122612,予確済,なし,2
2044,063122612,予約,なし,3
2045,063122612,変更取消,なし,1
2046,063132181,予確済,なし,2
2047,063132181,予約,なし,1
2048,063132224,予確済,なし,1
2049,063132224,予約,なし,1
2050,063142022,予約,なし,1
2051,063152033,予確済,なし,1
2052,063152033,予約,なし,1
2053,063152165,予確済,なし,1
2054,063152420,予約,なし,1
2055,063152478,予約,なし,1
2056,063152533,予確済,なし,1
2057,063152533,予約,なし,1
2058,063152575,予確済,なし,1
2059,063152575,予約,なし,1
2060,063152577,予確済,なし,1
2061,063152577,予約,なし,1
2062,063152610,予確済,なし,1
2063,063152610,予約,なし,1
2064,063152614,予確済,なし,1
2065,063152614,予約,なし,1
2066,063152619,予確済,なし,2
2067,063152619,予約,なし,1
2068,063152620,予確済,なし,1
2069,063152620,予約,なし,1
2070,063212426,予確済,なし,1
2071,063212426,予約,なし,1
2072,063212447,予約,なし,1
2073,063212465,予確済,なし,1
2074,063212465,予約,あり,1
2075,063212475,予確済,なし,1
2076,063212475,予約,なし,1
2077,063212479,予確済,なし,1
2078,063212479,予約,なし,1
2079,063212479,変更取消,なし,1
2080,063212481,予確済,なし,3
2081,063212481,予約,なし,3
2082,063222176,予確済,なし,1
2083,063222176,予約,なし,1
2084,063222293,予約,なし,1
2085,063222302,予確済,なし,1
2086,063222302,予約,なし,1
2087,063222303,予確済,なし,1
2088,063222303,予約,なし,1
2089,063222303,変更取消,なし,2
2090,063232067,予確済,なし,1
2091,063232067,変更取消,なし,1
2092,063232202,予確済,なし,1
2093,063232202,予約,なし,1
2094,063232207,予確済,なし,3
2095,063232207,予約,なし,1
2096,063252198,予確済,なし,1
2097,063252272,予確済,なし,1
2098,063252274,予約,なし,1
2099,063252309,予確済,なし,1
2100,063252309,予約,なし,1
2101,063252323,予確済,なし,1
2102,063252323,予約,なし,1
2103,063252324,予確済,なし,3
2104,063252324,予約,なし,1
2105,063312213,予確済,なし,1
2106,063312320,予確済,なし,1
2107,063312324,予約,なし,1
2108,063312346,予確済,なし,1
2109,063312346,予約,なし,1
2110,063322120,予約,なし,1
2111,063322297,変更取消,なし,1
2112,063322307,予確済,なし,3
2113,063322307,予約,なし,1
2114,063332120,予確済,なし,1
2115,063332146,予確済,なし,1
2116,063332146,変更取消,なし,1
2117,063332178,予確済,なし,1
2118,063332182,予約,なし,1
2119,063332182,変更取消,なし,1
2120,063342050,予確済,なし,1
2121,063412199,予確済,なし,1
2122,063412255,予確済,なし,2
2123,063412255,予約,なし,1
2124,063412481,予確済,なし,1
2125,063412560,予約,なし,1
2126,063412633,予確済,なし,1
2127,063412633,予約,なし,1
2128,063412674,予約,なし,1
2129,063412691,予確済,なし,1
2130,063412691,予約,なし,1
2131,063412697,予確済,なし,2
2132,063412697,予約,なし,1
2133,063412701,予確済,なし,1
2134,063412702,予約,あり,3
2135,063412702,予約,なし,1
2136,063422017,予確済,なし,1
2137,063422017,予約,なし,1
2138,063422034,予確済,なし,1
2139,063422034,予約,なし,1
2140,063432130,予確済,なし,1
2141,063432130,予約,なし,1
2142,063452157,予約,なし,1
2143,063452171,予確済,なし,2
2144,063452171,予約,なし,1
2145,063452171,変更取消,なし,2
2146,063512062,予確済,なし,1
2147,063512288,予約,あり,1
2148,063512389,予約,なし,1
2149,063512395,予確済,なし,1
2150,063512395,予約,なし,1
2151,063512464,予確済,なし,1
2152,063512469,予確済,なし,1
2153,063512469,変更取消,なし,1
2154,063512493,予約,あり,1
2155,063512501,予確済,なし,1
2156,063512501,予約,なし,1
2157,063512512,予確済,なし,3
2158,063512512,予約,なし,3
2159,063512513,予確済,なし,1
2160,063522099,予約,なし,1
2161,063522222,予確済,なし,2
2162,063522222,予約,なし,2
2163,063522224,予約,なし,1
2164,063522225,予確済,なし,1
2165,063522225,予約,なし,1
2166,063522226,予確済,あり,1
2167,063522226,予確済,なし,1
2168,063522226,予約,あり,4
2169,063522227,予確済,あり,1
2170,063522227,予確済,なし,3
2171,063522227,予約,なし,1
2172,063522228,予確済,なし,2
2173,063522228,取消,なし,1
2174,063522228,変更取消,なし,1
2175,063522229,予確済,なし,1
2176,063522229,予約,なし,1
2177,063532008,予確済,なし,1
2178,063542012,予確済,なし,1
2179,063612154,予約,なし,1
2180,063612201,予確済,なし,1
2181,063612366,予確済,なし,1
2182,063612369,予確済,なし,1
2183,063612369,予約,なし,1
2184,063612369,変更取消,なし,1
2185,063612374,予約,なし,2
2186,063612376,取消,あり,1
2187,063612378,予確済,なし,5
2188,063622129,予確済,なし,1
2189,063622129,予約,なし,1
2190,063622215,予確済,なし,1
2191,063622215,予約,なし,1
2192,063622219,予約,あり,1
2193,063622220,予確済,なし,1
2194,063622220,予約,なし,1
2195,063622222,予確済,なし,2
2196,063622224,予確済,なし,1
2197,063622224,予約,なし,5
2198,063622230,予確済,なし,1
2199,063622230,予約,なし,1
2200,063632099,予約,あり,1
2201,063632272,予約,なし,1
2202,063632314,予確済,なし,1
2203,063632314,予約,なし,1
2204,063632330,予約,なし,2
2205,063632334,予確済,なし,1
2206,063632334,予約,なし,1
2207,063632343,予約,なし,1
2208,063632347,予約,あり,1
2209,063632358,予約,なし,1
2210,063652067,予確済,なし,1
2211,063652098,予確済,なし,1
2212,063712255,予約,なし,1
2213,063712407,予確済,なし,1
2214,063712407,予約,なし,1
2215,063712419,予確済,なし,1
2216,063712419,予約,なし,1
2217,063712428,予確済,なし,1
2218,063712428,予約,なし,1
2219,063712432,予確済,なし,1
2220,063712436,予約,なし,1
2221,063712436,変更取消,なし,1
2222,063712442,予確済,なし,1
2223,063712442,予約,なし,1
2224,063712444,予約,なし,1
2225,063722132,予約,なし,1
2226,063722255,予確済,なし,1
2227,063722298,予確済,なし,1
2228,063722298,取消,なし,1
2229,063722314,予確済,なし,1
2230,063722314,予約,なし,2
2231,063722314,変更取消,なし,1
2232,063722315,予確済,なし,3
2233,063722315,予約,なし,2
2234,063722316,予確済,なし,1
2235,063722316,予約,なし,2
2236,063722317,予確済,あり,1
2237,063722317,予確済,なし,1
2238,063722318,予確済,なし,2
2239,063722318,変更取消,なし,2
2240,063752164,予約,なし,3
2241,063752166,予確済,なし,1
2242,063752166,予約,なし,1
2243,063752166,変更取消,なし,1
2244,063812201,予確済,なし,1
2245,063812201,予約,あり,1
2246,063812442,予確済,なし,1
2247,063812456,予確済,なし,1
2248,063812491,予確済,なし,2
2249,063812493,予確済,あり,1
2250,063812493,予約,あり,1
2251,063812493,取消,なし,1
2252,063812497,取消,なし,1
2253,063812498,予確済,なし,2
2254,063812498,予約,なし,2
2255,063812501,予確済,なし,2
2256,063812501,予約,なし,1
2257,063852033,予約,あり,1
2258,063852215,予確済,なし,2
2259,063852215,予約,なし,1
2260,063852229,予約,なし,1
2261,063912112,予確済,なし,3
2262,063912112,予約,なし,1
2263,064452006,予約,なし,1
2264,065152007,予約,なし,1
2265,065212056,予確済,なし,2
2266,065212056,予約,なし,1
2267,065312078,予確済,なし,1
2268,065332031,予確済,なし,1
2269,065332031,仮予約,なし,1
2270,065412067,予確済,なし,2
2271,065412067,予約,なし,2
2272,065412068,仮予約,なし,1
2273,065522011,予確済,なし,1
2274,065852024,予約,なし,1
2275,066112129,仮予約,あり,1
2276,066122134,予確済,なし,1
2277,066122158,予確済,なし,1
2278,066122158,予約,なし,1
2279,066122191,予確済,なし,1
2280,066122196,予確済,なし,1
2281,066122196,取消,なし,2
2282,066152136,予約,なし,1
2283,066152200,予確済,なし,1
2284,066152200,予約,なし,1
2285,066152207,予確済,あり,1
2286,066152207,仮予約,あり,1
2287,066212108,予確済,なし,1
2288,066212108,予約,あり,1
2289,066212110,予確済,あり,1
2290,066212111,予確済,なし,1
2291,066212111,予約,なし,12
2292,066212111,取消,なし,1
2293,066212137,予確済,なし,1
2294,066252123,予約,あり,1
2295,066252123,予約,なし,1
2296,066312118,予確済,なし,2
2297,066322094,予約,あり,1
2298,066322098,予約,あり,1
2299,066322100,予確済,なし,1
2300,066322100,予約,なし,2
2301,066322102,予約,なし,8
2302,066322106,予確済,なし,1
2303,066322106,予約,なし,1
2304,066322106,取消,なし,1
2305,066332052,予確済,なし,2
2306,066332052,予約,なし,2
2307,066332052,取消,なし,1
2308,066412093,予確済,なし,1
2309,066412093,予約,なし,1
2310,066512114,予確済,あり,1
2311,066512130,予確済,なし,2
2312,066512130,予約,なし,1
2313,066612084,予約,なし,1
2314,066622060,予確済,なし,1
2315,066622060,予約,なし,1
2316,066632077,予確済,あり,1
2317,066632077,予確済,なし,1
2318,066632077,予約,なし,1
2319,066632101,予約,なし,4
2320,066652041,予確済,あり,1
2321,066722081,予確済,なし,1
2322,066722081,予約,なし,1
2323,066722086,予確済,なし,1
2324,066752049,予約,なし,1
2325,066812111,予確済,なし,1
2326,066812115,予約,なし,1
2327,066912072,予約,なし,1
2328,067122051,予確済,なし,1
2329,067152064,予確済,なし,1
2330,067412096,予確済,なし,1
2331,068003737,予確済,なし,2
2332,068004140,予確済,なし,1
2333,068004140,予約,なし,1
2334,068004360,予確済,なし,1
2335,068004900,予確済,なし,1
2336,068005408,予確済,なし,1
2337,068005502,予確済,なし,1
2338,068005502,予約,なし,1
2339,068005531,予確済,あり,1
2340,068005531,予約,なし,1
2341,068005553,予確済,なし,2
2342,068005553,予約,なし,1
2343,068005573,予約,なし,1
2344,068005584,予約,なし,1
2345,068005584,取消,なし,1
2346,068005615,予確済,あり,1
2347,068005615,仮予約,あり,1
2348,068005619,予確済,なし,2
2349,068005619,予約,なし,2
2350,068005637,予確済,なし,1
2351,068005654,予約,あり,1
2352,068005655,予確済,なし,1
2353,068005666,予確済,なし,3
2354,068005666,予約,なし,1
2355,068005671,予確済,なし,1
2356,068005671,予約,なし,1
2357,068005672,予確済,なし,1
2358,068005672,予約,なし,3
2359,068005673,予確済,なし,3
2360,068005673,取消,なし,1
2361,068005684,予確済,なし,1
2362,068005684,予約,なし,1
2363,068005690,予約,なし,1
2364,068005698,予確済,なし,1
2365,068005698,予約,なし,1
2366,068005698,取消,なし,1
2367,068005706,予確済,なし,1
2368,068005707,予確済,なし,1
2369,068005707,仮予約,なし,1
2370,068005707,取消,なし,1
2371,068005709,予約,なし,4
2372,068005712,予確済,なし,1
2373,069222029,予約,なし,1
2374,069322010,予確済,なし,1
2375,069322010,予約,なし,1
2376,069322014,予確済,なし,1
2377,069322014,予約,なし,1
2378,069412115,予確済,なし,1
2379,069412115,予約,なし,1
2380,069612026,予約,なし,1
2381,069722036,予確済,なし,1
2382,069812067,仮予約,なし,1
2383,069812096,予確済,なし,2
2384,069812096,取消,なし,1
2385,069830002,予確済,あり,1
2386,069830002,予確済,なし,1
2387,070112038,予確済,なし,1
2388,070112038,予約,あり,1
2389,070112038,予約,なし,1
2390,070112113,予確済,なし,4
2391,070112113,予約,なし,1
2392,070122032,予確済,なし,1
2393,070122049,予確済,なし,1
2394,070122106,予確済,なし,1
2395,070122106,予約,なし,1
2396,070132011,予約,なし,1
2397,070152087,予確済,なし,1
2398,070152087,予約,なし,1
2399,070212156,予確済,なし,1
2400,070212156,取消,なし,1
2401,070232048,取消,なし,1
2402,070312141,予確済,なし,4
2403,070312141,予約,なし,1
2404,070322031,予約,なし,1
2405,070332011,予約,なし,1
2406,070332037,予確済,なし,1
2407,070332075,取消,なし,1
2408,070412183,予確済,なし,3
2409,070512008,予確済,なし,2
2410,070512067,予約,なし,1
2411,070612092,予確済,なし,4
2412,070712118,予確済,なし,1
2413,070712118,予約,なし,1
2414,070712118,変更取消,なし,1
2415,070752041,予約,なし,2
2416,070812054,予約,なし,1
2417,071112010,予約,なし,1
2418,071122167,予確済,なし,1
2419,071152069,予約,なし,1
2420,071152150,予確済,なし,2
2421,071152150,予約,なし,3
2422,071152150,変更取消,なし,1
2423,071152152,予確済,なし,1
2424,071152152,予約,なし,3
2425,071152153,予確済,なし,1
2426,071152153,予約,なし,1
2427,071212090,予約,なし,1
2428,071212153,予確済,なし,1
2429,071212153,予約,なし,1
2430,071212157,予確済,なし,1
2431,071212157,予約,なし,1
2432,071222042,予確済,なし,1
2433,071222042,予約,なし,1
2434,071252085,予確済,なし,3
2435,071252085,予約,なし,2
2436,071412052,予約,なし,1
2437,071412063,予確済,なし,1
2438,071412063,予約,なし,1
2439,071412063,変更取消,なし,1
2440,071412105,予約,なし,1
2441,071412120,予確済,あり,1
2442,071412120,予約,なし,1
2443,071412127,予確済,なし,1
2444,071412127,予約,なし,1
2445,071512122,予確済,なし,1
2446,071512122,取消,なし,1
2447,071512125,予確済,なし,1
2448,071552031,予確済,なし,1
2449,071552031,取消,なし,1
2450,071552031,変更取消,なし,1
2451,071612073,予確済,なし,1
2452,071612073,予約,なし,1
2453,071612077,予確済,なし,2
2454,071612077,予約,なし,3
2455,071612079,予約,なし,1
2456,071612079,変更取消,なし,1
2457,071622054,予確済,なし,2
2458,071622054,取消,なし,2
2459,071622054,変更取消,なし,1
2460,071652007,予確済,なし,1
2461,071652007,変更取消,なし,1
2462,071712030,予確済,なし,1
2463,071712030,取消,なし,1
2464,071712065,予約,なし,1
2465,071722041,予約,なし,1
2466,071722063,予確済,なし,1
2467,071752023,予確済,なし,2
2468,071752023,予約,なし,3
2469,071812103,予確済,なし,1
2470,071812103,予約,なし,1
2471,071812103,変更取消,なし,1
2472,071852027,予確済,なし,1
2473,072112051,予約,なし,2
2474,072112051,仮予約,なし,1
2475,072112051,取消,なし,1
2476,072122120,予確済,なし,1
2477,072122120,予約,なし,1
2478,072122134,予確済,あり,1
2479,072122134,取消,なし,1
2480,072122136,予確済,なし,1
2481,072122136,予約,なし,1
2482,072142027,予約,なし,1
2483,072142030,仮予約,なし,1
2484,072152009,予約,なし,1
2485,072212011,予約,なし,1
2486,072212082,仮予約,なし,1
2487,072212085,仮予約,なし,1
2488,072212090,予確済,なし,1
2489,072212090,予約,なし,3
2490,072252068,予確済,なし,2
2491,072252068,予約,なし,1
2492,072252069,予約,なし,1
2493,072252069,仮予約,なし,1
2494,072332060,予約,なし,1
2495,072412071,予確済,あり,1
2496,072412071,仮予約,あり,1
2497,072412071,変更取消,あり,1
2498,072412071,変更取消,なし,1
2499,072412091,予確済,なし,1
2500,072512055,予約,なし,2
2501,072522018,予約,なし,1
2502,072522018,仮予約,なし,1
2503,072522018,取消,なし,1
2504,072632020,予約,なし,1
2505,072732013,仮予約,なし,1
2506,072732013,変更取消,なし,1
2507,072752020,予約,なし,1
2508,072752039,予確済,なし,1
2509,072752042,予確済,なし,1
2510,072912062,仮予約,なし,1
2511,072912062,変更取消,なし,1
2512,073112078,予確済,なし,1
2513,073122100,予確済,なし,2
2514,073122100,予約,あり,1
2515,073122100,変更取消,あり,2
2516,073122108,仮予約,あり,1
2517,073122111,予確済,なし,2
2518,073122114,仮予約,あり,1
2519,073122114,変更取消,あり,1
2520,073152102,予確済,なし,2
2521,073152102,取消,なし,1
2522,073152103,予確済,なし,1
2523,073222010,予約,なし,1
2524,073222043,予確済,なし,1
2525,073252068,予確済,あり,1
2526,073252068,予約,なし,1
2527,073252068,取消,なし,1
2528,073252069,予確済,なし,1
2529,073352010,予確済,あり,1
2530,073412113,予確済,なし,1
2531,073552024,予確済,なし,1
2532,073622007,予約,なし,2
2533,073712025,予約,なし,1
2534,073852020,予確済,なし,1
2535,073852035,予確済,なし,1
2536,075112061,予確済,なし,1
2537,075122114,予約,なし,1
