,顧客ID,状況,指名区分,予約回数
4928,209320016,予約,なし,2
4929,209320018,予確済,なし,1
4930,209320018,仮予約,あり,1
4931,209320018,変更取消,なし,2
4932,209410022,予約,なし,1
4933,209410023,予確済,なし,1
4934,209410024,予確済,なし,1
4935,209410025,予確済,なし,1
4936,209410025,変更取消,なし,1
4937,209550003,予確済,なし,1
4938,209550003,予約,なし,1
4939,209610011,予確済,なし,1
4940,209610014,予確済,なし,1
4941,209610014,仮予約,なし,1
4942,209610014,変更取消,なし,1
4943,209610015,予確済,なし,2
4944,209610015,予約,なし,2
4945,209630004,予約,なし,3
4946,209630011,予約,なし,1
4947,209630013,予約,なし,1
4948,209630013,取消,なし,1
4949,209630013,変更取消,なし,1
4950,209720004,予約,なし,1
4951,209720008,予確済,なし,1
4952,209720008,予約,なし,4
4953,209720009,予確済,なし,1
4954,209720009,予約,なし,2
4955,209720011,予約,なし,2
4956,209720011,仮予約,なし,1
4957,209720011,変更取消,なし,1
4958,209750007,予約,なし,1
4959,209810001,予約,なし,1
4960,209810018,予確済,なし,2
4961,209810019,予確済,なし,2
4962,209810019,予約,なし,3
4963,209810020,予確済,なし,1
4964,209850003,予確済,なし,1
4965,209850003,予約,なし,1
4966,209850007,予確済,なし,1
4967,209850007,仮予約,なし,1
4968,209850007,変更取消,なし,2
4969,209850008,予確済,なし,1
4970,209850008,予約,なし,1
4971,210210002,予確済,なし,2
4972,210210002,予約,なし,1
4973,210230003,予確済,あり,1
4974,210230003,予約,なし,3
4975,210510009,予確済,なし,1
4976,210650007,予確済,なし,2
4977,210650007,仮予約,なし,1
4978,210650007,変更取消,なし,1
4979,210720015,予約,なし,1
4980,210720023,予確済,なし,2
4981,210720023,予約,なし,2
4982,211120034,予確済,なし,1
4983,211120034,予約,なし,1
4984,211120034,変更取消,なし,1
4985,211120038,予確済,なし,1
4986,211120038,予約,なし,1
4987,211120038,取消,なし,1
4988,211120039,予確済,なし,3
4989,211120039,予約,なし,1
4990,211150032,予約,なし,1
4991,211210014,予確済,なし,1
4992,211210035,予確済,なし,2
4993,211210035,予約,なし,2
4994,211230009,予確済,なし,1
4995,211230009,予約,なし,2
4996,211250012,予確済,なし,1
4997,211310021,予確済,なし,1
4998,211310021,予約,なし,1
4999,211310023,予確済,なし,4
5000,211320015,予確済,なし,1
5001,211320015,予約,なし,1
5002,211320017,予確済,なし,1
5003,211320017,予約,なし,1
5004,211320018,予確済,なし,2
5005,211410037,予確済,なし,1
5006,211410046,予約,なし,1
5007,211410048,予約,なし,1
5008,211430005,予約,なし,1
5009,211510032,予約,なし,1
5010,211550006,予確済,なし,1
5011,211610018,予約,なし,1
5012,211620015,予確済,なし,1
5013,211630004,予確済,なし,1
5014,211630029,予確済,なし,1
5015,211710017,予確済,なし,3
5016,211750008,予約,なし,1
5017,211810001,予確済,なし,1
5018,211810016,予確済,なし,1
5019,211850011,予約,なし,1
5020,212110019,予確済,なし,2
5021,212110019,予約,なし,1
5022,212120027,予約,なし,1
5023,212120046,予確済,なし,1
5024,212120046,予約,なし,2
5025,212130004,予確済,なし,1
5026,212130004,予約,なし,1
5027,212150033,予約,なし,1
5028,212220004,予約,なし,1
5029,212310033,予確済,なし,1
5030,212310033,予約,なし,1
5031,212350003,予確済,なし,1
5032,212410038,予確済,なし,1
5033,212410038,予約,なし,1
5034,212430002,予確済,なし,1
5035,212610011,予確済,なし,1
5036,212720006,予確済,なし,1
5037,212810012,予確済,なし,1
5038,212810012,予約,なし,1
5039,212810018,予確済,なし,1
5040,212810018,取消,なし,1
5041,213150003,予約,なし,1
5042,213210019,予約,なし,1
5043,213230006,予確済,なし,1
5044,213230006,予約,なし,3
5045,213330001,予確済,なし,1
5046,213410021,予確済,なし,1
5047,213410021,仮予約,なし,1
5048,213410021,取消,なし,1
5049,213450008,予確済,なし,3
5050,213450008,予約,なし,2
5051,213510011,予確済,なし,1
5052,213510011,予約,なし,1
5053,213520003,予確済,なし,1
5054,213520004,予確済,なし,1
5055,213520004,予約,なし,2
5056,213610010,予確済,なし,1
5057,213610010,予約,なし,2
5058,213610010,変更取消,なし,2
5059,213620008,予約,なし,1
5060,213620010,予確済,なし,2
5061,213620010,予約,なし,1
5062,213630006,予約,なし,1
5063,213710008,予約,なし,1
5064,213710009,予確済,なし,2
5065,213710009,予約,なし,1
5066,213730003,予確済,なし,2
5067,213730003,予約,なし,1
5068,213750002,予約,なし,1
5069,213750003,予確済,なし,2
5070,213750003,予約,なし,1
5071,213750003,変更取消,なし,1
5072,213810011,予約,なし,1
5073,213850001,予約,なし,3
5074,213940001,予確済,なし,1
5075,214110003,予確済,なし,1
5076,214110003,予約,なし,1
5077,214150012,予確済,なし,1
5078,214150012,予約,なし,1
5079,214210007,予確済,なし,1
5080,214210007,予約,なし,1
5081,214310007,予確済,なし,3
5082,214310007,予約,なし,1
5083,214410017,予確済,なし,1
5084,214510002,予確済,なし,1
5085,214510002,予約,なし,1
5086,214510002,変更取消,なし,1
5087,214510003,予確済,なし,1
5088,214510004,取消,なし,1
5089,214510005,予確済,なし,1
5090,214510005,予約,なし,1
5091,214750005,予確済,なし,2
5092,214750005,予約,なし,2
5093,214750005,変更取消,なし,4
5094,215310007,予約,なし,1
5095,215510001,予確済,なし,1
5096,215630014,予確済,なし,4
5097,215720001,予確済,なし,1
5098,215720001,予約,なし,1
5099,215730001,予確済,なし,1
5100,215730001,取消,なし,1
5101,215810004,予確済,なし,1
5102,215810010,予確済,なし,1
5103,216150012,予確済,なし,1
5104,216150015,予確済,なし,2
5105,216150015,予約,なし,1
5106,216230002,予約,なし,1
5107,216250004,予確済,なし,1
5108,216250004,予約,なし,2
5109,216330004,予確済,なし,1
5110,216510008,予確済,なし,1
5111,216510008,予約,なし,1
5112,216750003,予確済,なし,1
5113,216750003,予約,なし,1
5114,216810003,予約,なし,1
5115,216810008,予確済,なし,1
5116,216850003,予約,なし,1
5117,217120002,予約,なし,1
5118,217120002,仮予約,なし,1
5119,217120003,予確済,なし,2
5120,217120003,予約,なし,3
5121,217220003,予確済,なし,1
5122,217220003,予約,なし,1
5123,217510005,予確済,なし,3
5124,217510005,予約,なし,2
5125,217510008,予確済,なし,1
5126,217610002,予確済,なし,2
5127,217710007,予確済,なし,1
5128,217810010,予約,なし,1
5129,217850001,予確済,なし,1
5130,217850001,変更取消,なし,1
5131,218120004,予確済,なし,1
5132,218430002,予確済,なし,1
5133,218550003,予確済,なし,1
5134,218550003,予約,なし,1
5135,218730003,予約,なし,1
5136,218810004,予約,なし,1
5137,219110018,予確済,なし,1
5138,219110018,予約,なし,1
5139,219130005,予確済,なし,1
5140,219130005,予約,なし,1
5141,219230012,予約,なし,1
5142,219250018,予確済,あり,1
5143,219250028,予確済,なし,1
5144,219310012,予確済,なし,1
5145,219310012,予約,なし,3
5146,219330005,予約,なし,1
5147,219410002,予確済,なし,1
5148,219410031,予確済,なし,1
5149,219410031,取消,なし,1
5150,219520002,予確済,なし,1
5151,219520002,予約,なし,1
5152,219550003,予約,なし,1
5153,219620008,予確済,なし,2
5154,219620008,予約,なし,2
5155,219710007,予確済,なし,1
5156,219750002,予約,なし,1
5157,219810013,予確済,なし,1
5158,219850001,予約,なし,1
5159,220110015,予確済,なし,1
5160,220110015,予約,なし,3
5161,220120009,予約,なし,1
5162,220120020,予約,なし,1
5163,220150032,予確済,なし,1
5164,220150032,予約,なし,1
5165,220210025,予確済,なし,1
5166,220210025,予約,なし,1
5167,220210026,予確済,なし,3
5168,220210026,予約,なし,18
5169,220220007,予確済,なし,1
5170,220220007,予約,なし,1
5171,220230007,予確済,なし,1
5172,220230007,予約,なし,1
5173,220310029,予確済,なし,1
5174,220320010,予約,なし,1
5175,220330018,予確済,なし,2
5176,220330018,予約,なし,2
5177,220510019,予確済,なし,1
5178,220510019,予約,なし,1
5179,220610011,予確済,なし,1
5180,220710002,予約,なし,3
5181,220710019,予確済,なし,2
5182,220710019,予約,なし,2
5183,220720008,予確済,なし,2
5184,220720008,予約,なし,2
5185,220720008,取消,なし,1
5186,220730003,予約,なし,4
5187,220810022,予確済,なし,1
5188,221110006,予確済,なし,2
5189,221110006,予約,なし,1
5190,221120010,予約,なし,1
5191,221120014,予確済,なし,1
5192,221150005,予確済,なし,1
5193,221150007,予約,なし,1
5194,221150008,予確済,なし,2
5195,221150008,予約,なし,2
5196,221210009,予確済,なし,1
5197,221210009,予約,なし,1
5198,221220001,予確済,なし,1
5199,221230005,予約,なし,1
5200,221250003,予約,なし,1
5201,221310006,予確済,なし,1
5202,221310006,予約,なし,3
5203,221320005,予約,なし,1
5204,221320015,予確済,なし,1
5205,221320016,予確済,なし,1
5206,221330001,予約,なし,1
5207,221410010,予約,なし,1
5208,221450002,予約,なし,1
5209,221510001,予約,なし,1
5210,221510004,予確済,なし,2
5211,221510004,予約,なし,4
5212,221520002,予約,なし,1
5213,221620004,予確済,なし,2
5214,221620004,予約,なし,5
5215,221650001,予約,なし,1
5216,221710005,予約,なし,1
5217,221710006,予約,なし,1
5218,221720005,予約,なし,3
5219,221730002,予確済,なし,1
5220,221810003,予約,なし,1
5221,221810007,予約,なし,1
5222,221810008,予約,なし,1
5223,221850002,予約,なし,1
5224,222110009,予確済,なし,2
5225,222210012,予約,あり,1
5226,222310012,予確済,なし,1
5227,222310012,取消,なし,1
5228,222320009,予確済,なし,1
5229,222430004,予確済,なし,1
5230,222430004,予約,なし,1
5231,222440003,予確済,あり,1
5232,222440003,予約,なし,1
5233,222450002,予確済,なし,1
5234,222450002,予約,なし,1
5235,222550001,予約,あり,1
5236,222630007,予確済,なし,2
5237,222630007,予約,なし,1
5238,222710006,予確済,なし,1
5239,222710006,変更取消,なし,1
5240,222730003,予確済,なし,1
5241,222730003,予約,あり,1
5242,222850005,予確済,なし,1
5243,222850005,予約,なし,3
5244,222850005,変更取消,なし,1
5245,224120015,予確済,なし,2
5246,224120015,予約,なし,2
5247,224130009,予確済,なし,1
5248,224150016,予約,なし,1
5249,224150016,取消,なし,1
5250,224220005,予確済,あり,1
5251,224220005,予確済,なし,1
5252,224250006,予確済,なし,1
5253,224250006,予約,なし,1
5254,224310008,予約,なし,1
5255,224410015,予確済,なし,1
5256,224430001,予約,なし,1
5257,224510018,予確済,なし,1
5258,224510018,予約,なし,1
5259,224510020,予確済,なし,2
5260,224510020,予約,なし,2
5261,224520003,予確済,なし,1
5262,224610005,予約,なし,1
5263,224710007,予確済,なし,1
5264,224710007,予約,なし,1
5265,224710009,予確済,なし,2
5266,224710009,予約,なし,1
5267,224720006,予確済,なし,1
5268,224720006,予約,なし,1
5269,224730005,予確済,なし,1
5270,224730005,予約,なし,3
5271,224750005,予確済,あり,1
5272,224750005,予約,なし,1
5273,224750005,変更取消,あり,1
5274,224810014,予約,なし,1
5275,224850008,予確済,なし,2
5276,224850008,予約,なし,2
5277,225110025,予約,なし,1
5278,225110027,予確済,なし,1
5279,225110027,予約,なし,2
5280,225110027,取消,なし,2
5281,225120037,予約,なし,1
5282,225120056,予確済,なし,1
5283,225120056,予約,なし,2
5284,225130007,予約,なし,1
5285,225150038,予確済,なし,2
5286,225150038,予約,なし,3
5287,225210013,予約,なし,1
5288,225310060,予約,なし,1
5289,225310077,予約,なし,1
5290,225310079,予確済,なし,2
5291,225310079,予約,なし,2
5292,225410026,予約,なし,1
5293,225450014,予約,なし,1
5294,225510014,予確済,なし,1
5295,225530002,予確済,なし,2
5296,225530002,予約,なし,2
5297,225710005,予約,なし,1
5298,225720005,予約,なし,1
5299,225720008,予確済,なし,1
5300,225720008,予約,なし,2
5301,229520002,予約,なし,1
5302,229610007,予確済,なし,1
5303,229610007,予約,なし,1
5304,229910001,予確済,なし,1
5305,230310002,予確済,なし,1
5306,230330004,予確済,なし,1
5307,230410003,予確済,なし,1
5308,230410003,予約,なし,1
5309,230650001,予確済,なし,1
5310,230650001,予約,なし,1
5311,230710003,予確済,なし,2
5312,230710003,予約,なし,1
5313,231130005,予確済,なし,1
5314,231140003,予確済,なし,1
5315,231210007,取消,なし,1
5316,231250003,予約,なし,1
5317,231250006,予確済,なし,2
5318,231250006,予約,なし,3
5319,231410006,予確済,なし,1
5320,231410006,予約,なし,4
5321,231550001,予確済,なし,1
5322,231550001,予約,なし,1
5323,231810008,予確済,なし,1
5324,231810008,予約,なし,1
5325,231810008,取消,なし,1
5326,234110007,予確済,なし,1
5327,234130002,予確済,なし,1
5328,234130002,予約,なし,4
5329,234150004,予確済,なし,1
5330,234150004,予約,なし,4
5331,234210007,予約,なし,1
5332,234210011,予確済,なし,2
5333,234230004,予確済,なし,1
5334,234230004,予約,なし,1
5335,234320002,予確済,なし,1
5336,234410001,予約,なし,1
5337,234510001,予約,なし,1
5338,234520002,予約,なし,1
5339,234610004,予確済,なし,1
5340,234610004,予約,なし,1
5341,234620003,予確済,なし,1
5342,234630002,予確済,なし,1
5343,234630002,取消,なし,1
5344,234630003,予約,なし,1
5345,234650002,予確済,なし,1
5346,234650002,予約,なし,1
5347,234710001,予確済,なし,2
5348,234710001,予約,なし,2
5349,234720004,予約,なし,1
5350,235110008,予確済,なし,1
5351,235110008,予約,なし,1
5352,235120017,予約,なし,1
5353,235130001,予約,なし,1
5354,235210006,予約,なし,1
5355,235210018,予約,なし,1
5356,235310017,予確済,なし,2
5357,235310017,予約,なし,1
5358,235350001,予約,なし,4
5359,235520004,予確済,なし,1
5360,235520004,予約,なし,5
5361,235610009,予約,なし,2
5362,235610009,取消,なし,1
5363,235610012,予約,なし,1
5364,235710001,予約,なし,1
5365,235810006,予確済,なし,1
5366,235810006,予約,なし,1
5367,235810021,予約,なし,1
5368,236120017,予確済,なし,1
5369,236120017,予約,なし,1
5370,236150016,予確済,なし,1
5371,236230002,予約,なし,1
5372,236230005,予確済,なし,1
5373,236230005,予約,なし,1
5374,236230006,予確済,なし,1
5375,236230006,取消,なし,1
5376,236250003,予確済,なし,1
5377,236250003,予約,なし,1
5378,236310003,予確済,なし,1
5379,236310006,予確済,なし,1
5380,236310010,予確済,なし,1
5381,236330005,予確済,なし,2
5382,236430001,予確済,なし,1
5383,236440001,予確済,なし,1
5384,236510012,予約,なし,2
5385,236550001,予約,なし,1
5386,236630009,予約,なし,1
5387,236630012,予確済,なし,1
5388,236630012,取消,なし,1
5389,236720005,予約,なし,1
5390,236850003,予確済,なし,1
5391,236850003,予約,なし,1
5392,238150001,予確済,なし,1
5393,238150001,予約,なし,1
5394,238150002,予約,なし,1
5395,238210001,予確済,なし,1
5396,238210001,予約,なし,1
5397,238720001,予約,なし,3
5398,238910001,予確済,なし,1
5399,238910001,予約,なし,1
5400,240110001,予約,なし,1
5401,240120007,予確済,なし,1
5402,240120007,予約,なし,1
5403,240150004,予約,なし,1
5404,240150005,予確済,なし,3
5405,240150005,予約,なし,2
5406,240220001,予約,なし,1
5407,240330001,予確済,なし,1
5408,240330001,予約,なし,1
5409,240410006,予確済,なし,1
5410,240410006,予約,なし,1
5411,240620005,予約,なし,1
5412,241110002,予約,なし,1
5413,241110004,予約,なし,1
5414,241120010,予約,なし,1
5415,241140002,予確済,なし,2
5416,241140002,変更取消,なし,1
5417,241220002,予約,なし,1
5418,241310002,予約,なし,1
5419,241310006,予約,なし,1
5420,241410013,予確済,なし,1
5421,241410013,予約,なし,1
5422,241510006,予確済,なし,2
5423,241510006,予約,なし,2
5424,241610001,予約,なし,1
5425,241630004,予確済,なし,1
5426,241630004,予約,なし,1
5427,241630008,予確済,なし,3
5428,241630008,予約,なし,1
5429,241650002,予約,なし,1
5430,241720001,予約,なし,1
5431,246320007,予約,なし,1
5432,248230001,予確済,なし,1
5433,248230001,予約,なし,1
5434,248230004,予確済,なし,1
5435,248310001,予確済,なし,1
5436,252140001,予確済,なし,1
5437,252140001,予約,なし,1
5438,252320001,予確済,なし,1
5439,252810001,予確済,なし,1
5440,252810001,予約,なし,1
5441,258250005,予確済,なし,1
5442,258310002,予確済,なし,1
5443,258510001,予確済,なし,2
5444,258510001,変更取消,なし,1
5445,T00217235,予確済,なし,1
5446,T00248274,予確済,なし,1
5447,T00248274,変更取消,なし,1
5448,T00251747,予確済,なし,1
5449,T00257340,予確済,なし,1
5450,T00257599,予確済,なし,1
5451,T00257599,取消,なし,1
5452,T00257599,変更取消,なし,2
5453,T00258573,予確済,なし,1
5454,T00258573,変更取消,なし,1
5455,T00259090,予確済,なし,1
5456,T00259090,変更取消,なし,1
5457,T00259580,予確済,なし,1
5458,T00259794,予確済,なし,1
5459,T00259825,予確済,なし,1
5460,T00259924,予確済,なし,1
5461,T00259953,予確済,なし,1
5462,T00260059,予確済,なし,1
5463,T00260188,予確済,なし,1
5464,T00260203,予確済,なし,1
5465,T00260410,予確済,なし,1
5466,T00260445,予確済,なし,1
5467,T00260658,予約,なし,1
5468,T00260801,予確済,なし,1
5469,T00261017,予確済,なし,1
5470,T00261033,予確済,なし,1
5471,T00261132,予確済,なし,1
5472,T00261261,予確済,なし,1
5473,T00261266,予確済,なし,1
5474,T00261303,予確済,なし,1
5475,T00261303,予約,なし,1
5476,T00261331,予確済,なし,1
5477,T00261337,予確済,なし,1
5478,T00261416,予確済,なし,1
5479,T00261421,予確済,なし,1
5480,T00261529,予確済,なし,1
5481,T00261552,予確済,なし,1
5482,T00261566,予確済,なし,1
5483,T00261585,予確済,なし,1
5484,T00261606,予確済,なし,1
5485,T00261620,予確済,なし,1
5486,T00261628,予確済,なし,1
5487,T00261628,変更取消,なし,1
5488,T00261643,予確済,なし,1
