,顧客ID,指名回数,コース受諾回数,紹介カード受渡回数,治療送客回数,院長挨拶回数,施術時間
5974,53512486,なし,なし,なし,なし,なし,
5978,53522075,なし,あり,あり,なし,なし,
5982,53522078,あり,なし,なし,なし,なし,
5985,53522142,なし,なし,なし,なし,なし,
5989,53522142,なし,なし,なし,なし,なし,
5991,53522148,なし,なし,あり,なし,なし,
5995,53552026,あり,あり,なし,なし,なし,
6002,53552082,なし,なし,なし,なし,なし,
6004,53552102,なし,なし,なし,なし,なし,
6005,53612355,なし,なし,なし,なし,なし,
6006,53612355,なし,なし,あり,なし,なし,
6007,53612356,なし,なし,なし,なし,なし,
6009,53612356,なし,なし,なし,なし,なし,
6010,53612357,なし,あり,なし,なし,なし,
6016,53612360,なし,なし,なし,なし,なし,
6018,53622007,あり,あり,あり,なし,なし,
6024,53622212,なし,なし,なし,なし,なし,
6025,53622213,なし,なし,なし,なし,なし,
6026,53622216,なし,なし,なし,なし,なし,
6028,53622216,なし,なし,なし,なし,なし,
6030,53622216,なし,なし,なし,なし,なし,
6034,53622216,なし,なし,なし,なし,なし,
6035,53632245,あり,なし,なし,なし,なし,
6036,53632266,なし,あり,あり,なし,なし,
6040,53632308,なし,なし,あり,なし,あり,
6043,53632315,なし,なし,あり,なし,なし,
6047,53652170,なし,なし,あり,なし,なし,
6050,53712130,なし,なし,なし,なし,なし,
6054,53712251,なし,なし,なし,なし,なし,
6056,53712304,なし,なし,なし,なし,なし,
6058,53712332,なし,なし,あり,なし,なし,
6060,53712382,なし,なし,あり,なし,なし,
6062,53712391,なし,なし,あり,なし,なし,
6067,53712392,なし,あり,あり,なし,なし,
6074,53712392,なし,なし,なし,なし,なし,
6081,53712394,なし,なし,なし,なし,なし,
6083,53712394,なし,あり,なし,なし,なし,
6087,53722100,なし,なし,なし,なし,なし,
6089,53722194,なし,なし,なし,なし,なし,
6094,53722194,なし,なし,なし,なし,なし,
6095,53722229,なし,なし,なし,なし,なし,
6097,53722229,なし,なし,なし,なし,なし,
6098,53722326,なし,なし,あり,なし,なし,
6101,53722326,なし,あり,なし,なし,なし,
6103,53722326,なし,なし,なし,なし,なし,
6107,53722329,なし,あり,あり,なし,なし,
6110,53722329,なし,なし,なし,なし,なし,
6115,53722329,なし,あり,なし,なし,なし,
6118,53722329,なし,なし,なし,なし,なし,
6122,53732032,あり,あり,あり,なし,なし,
6126,53732089,あり,なし,なし,なし,なし,
6127,53732089,なし,なし,なし,なし,なし,
6128,53732099,なし,なし,あり,なし,なし,
6131,53732099,あり,なし,なし,なし,なし,
6134,53752184,なし,なし,あり,なし,なし,
6137,53752184,なし,あり,なし,なし,なし,
6141,53752184,なし,なし,なし,なし,なし,
6147,53812318,なし,なし,なし,なし,なし,
6150,53812382,なし,なし,なし,なし,なし,
6154,53812400,なし,なし,なし,なし,なし,
6156,53812408,なし,なし,なし,なし,なし,
6157,53812411,なし,なし,なし,なし,なし,
6162,53812452,なし,なし,あり,なし,なし,
6163,53812455,なし,なし,あり,なし,なし,
6165,53812455,なし,あり,なし,なし,なし,
6167,53812455,なし,なし,なし,なし,なし,
6174,53852232,なし,あり,なし,なし,なし,
6180,53852246,なし,あり,あり,なし,なし,
6186,53852246,なし,なし,なし,なし,なし,
6189,53912194,なし,なし,あり,なし,なし,
6192,54112072,なし,なし,なし,なし,なし,
6200,54132060,なし,なし,なし,なし,なし,
6202,54332041,なし,なし,あり,なし,なし,
6208,54332042,なし,あり,なし,あり,なし,
6213,54432026,なし,なし,あり,なし,なし,
6218,54512173,なし,あり,なし,なし,なし,
6223,54512183,なし,なし,なし,なし,なし,
6226,54522036,なし,あり,なし,あり,あり,
6230,54612142,なし,なし,なし,なし,なし,
6234,54712083,なし,なし,なし,なし,なし,
6237,54722100,なし,なし,なし,なし,なし,
6241,54752059,なし,なし,なし,なし,なし,
6243,54852089,なし,なし,なし,なし,なし,
6246,55112156,なし,なし,あり,なし,なし,
6249,55122044,なし,なし,なし,なし,なし,
6251,55122111,なし,なし,なし,あり,なし,
6253,55122260,なし,なし,なし,なし,なし,
6256,55132027,なし,なし,なし,なし,なし,
6259,55152257,なし,あり,あり,なし,なし,
6262,55212195,なし,なし,なし,なし,なし,
6264,55232033,なし,なし,あり,なし,なし,
6266,55232040,なし,なし,あり,なし,なし,
6268,55242002,なし,なし,なし,なし,なし,
6271,55242002,なし,なし,なし,なし,なし,
6273,55312217,なし,なし,あり,なし,なし,
6276,55322064,なし,あり,なし,なし,あり,
6283,55412229,なし,なし,なし,なし,なし,
6284,55412246,なし,なし,あり,なし,なし,
6285,55412246,なし,なし,なし,なし,なし,
6287,55432049,なし,なし,なし,なし,なし,
6292,55432051,なし,あり,なし,なし,なし,
6296,55432051,なし,なし,なし,なし,なし,
6302,55452049,なし,あり,なし,なし,なし,
6307,55512064,なし,なし,あり,なし,なし,
6308,55532010,なし,なし,あり,なし,なし,
6309,55552026,なし,なし,なし,なし,なし,
6310,55552026,なし,なし,なし,なし,なし,
6311,55552026,なし,なし,なし,なし,なし,
6312,55612133,なし,なし,なし,なし,なし,
6314,55632114,なし,なし,なし,なし,なし,
6315,55652048,なし,なし,なし,なし,なし,
6319,55712094,なし,なし,なし,なし,なし,
6323,55722088,なし,あり,なし,なし,なし,
6329,55752030,なし,なし,なし,なし,なし,
6330,55752030,なし,なし,なし,なし,なし,
6331,55852091,なし,なし,あり,なし,なし,
6335,56122103,なし,なし,なし,なし,なし,
6337,56122103,なし,なし,なし,なし,なし,
6340,56152086,なし,なし,なし,なし,なし,
6343,56212023,なし,なし,なし,なし,なし,
6346,56212023,なし,なし,なし,なし,なし,
6347,56212065,なし,なし,なし,なし,なし,
6349,56212065,なし,なし,なし,なし,なし,
6352,56212069,なし,あり,なし,なし,なし,
6354,56312029,あり,あり,あり,なし,なし,
6358,56350005,なし,なし,なし,なし,なし,
6360,56612022,なし,なし,なし,なし,なし,
6361,56612022,なし,なし,なし,なし,なし,
6364,56652019,なし,なし,なし,なし,なし,
6366,56712009,なし,なし,なし,なし,なし,
6368,56712037,なし,なし,なし,なし,なし,
6369,56830002,なし,なし,なし,なし,なし,
6370,57112020,なし,あり,あり,なし,なし,
6374,57112063,あり,あり,あり,あり,あり,
6379,57122124,なし,なし,あり,なし,なし,
6381,57132025,なし,なし,あり,なし,なし,
6383,57132025,なし,なし,あり,なし,なし,
6387,57212057,なし,なし,なし,なし,なし,
6388,57212072,なし,なし,あり,なし,なし,
6392,57232050,なし,あり,あり,なし,なし,
6399,57312163,なし,なし,あり,なし,なし,
6404,57312179,あり,あり,あり,なし,なし,
6411,57312184,なし,なし,あり,なし,なし,
6415,57322076,なし,なし,あり,なし,なし,
6420,57332034,なし,なし,あり,なし,なし,
6422,57412100,あり,なし,なし,あり,あり,
6424,57512046,なし,なし,あり,なし,なし,
6426,57612055,なし,なし,あり,なし,なし,
6428,57632030,なし,あり,あり,なし,なし,
6434,57732028,なし,なし,あり,なし,なし,
6436,57752011,なし,あり,あり,なし,なし,
6441,57912038,なし,なし,あり,あり,なし,
6444,58152033,なし,あり,あり,なし,なし,
6448,58222018,なし,なし,なし,なし,なし,
6450,58222018,なし,あり,あり,なし,なし,
6456,58232008,なし,なし,なし,なし,なし,
6459,58322017,あり,なし,あり,なし,なし,
6461,58632027,なし,なし,あり,なし,あり,
6463,58812014,なし,なし,なし,なし,あり,
6467,58852019,なし,なし,あり,なし,なし,
6468,58852019,なし,なし,あり,なし,なし,
6469,60112062,なし,なし,なし,なし,なし,
6472,60112115,なし,なし,あり,なし,あり,
6475,60122106,なし,なし,なし,なし,なし,
6477,60122157,なし,なし,なし,なし,なし,
6480,60122162,なし,なし,なし,なし,なし,
6482,60122162,なし,なし,なし,なし,なし,
6483,60122173,なし,なし,なし,あり,なし,
6485,60122181,なし,なし,なし,なし,なし,
6487,60122184,なし,なし,なし,なし,なし,
6489,60122185,なし,あり,あり,なし,なし,
6492,60122185,なし,なし,なし,なし,なし,
6499,60132041,なし,なし,なし,なし,なし,
6503,60132041,なし,なし,なし,なし,なし,
6504,60132048,なし,あり,あり,なし,あり,
6509,60132048,なし,なし,なし,なし,なし,
6516,60142001,なし,なし,なし,なし,なし,
6519,60152039,なし,なし,なし,なし,なし,
6522,60152133,なし,なし,あり,なし,あり,
6525,60152134,なし,あり,あり,なし,あり,
6527,60212122,なし,なし,あり,なし,あり,
6531,60212122,なし,あり,なし,なし,なし,
6534,60212122,なし,なし,なし,なし,なし,
6536,60222039,なし,なし,なし,なし,なし,
6538,60232045,なし,なし,なし,なし,なし,
6541,60252093,なし,なし,あり,なし,あり,
6545,60252094,なし,あり,あり,なし,あり,
6550,60252094,なし,なし,なし,なし,なし,
6556,60312119,なし,なし,あり,なし,なし,
6559,60312119,なし,なし,なし,なし,なし,
6561,60312119,なし,なし,なし,なし,なし,
6562,60312121,なし,なし,あり,なし,なし,
6564,60312122,なし,なし,あり,なし,あり,
6565,60332065,なし,あり,あり,なし,なし,
6569,60332065,なし,なし,なし,なし,なし,
6577,60342028,なし,なし,なし,なし,なし,
6581,60412068,なし,なし,なし,なし,なし,
6586,60412111,なし,なし,なし,なし,なし,
6589,60412156,なし,なし,なし,なし,なし,
6591,60412165,なし,なし,あり,なし,あり,
6595,60512091,なし,なし,あり,なし,あり,
6599,60552015,なし,なし,なし,なし,なし,
6602,60552015,なし,なし,なし,なし,なし,
6604,60552018,なし,なし,あり,なし,あり,
6608,60552020,なし,なし,あり,なし,あり,
6612,60612067,なし,なし,なし,なし,なし,
6615,60612068,なし,なし,あり,なし,あり,
6620,60612068,なし,なし,なし,なし,なし,
6623,60612068,なし,なし,なし,なし,なし,
6625,60622014,なし,なし,なし,なし,なし,
6628,60622043,なし,なし,なし,なし,なし,
6629,60632049,なし,なし,なし,なし,なし,
6632,60722010,なし,なし,なし,なし,なし,
6635,60722042,なし,なし,なし,なし,なし,
6639,60752018,なし,なし,なし,なし,なし,
6641,60752032,なし,あり,あり,なし,あり,
6644,60752033,なし,なし,あり,なし,なし,
6648,60752034,なし,あり,あり,なし,なし,
6651,60812024,なし,なし,なし,なし,なし,
6652,60812097,なし,あり,あり,なし,あり,
6655,60812097,なし,なし,なし,なし,なし,
6658,60812099,なし,なし,あり,なし,なし,
6663,60852048,なし,なし,あり,なし,あり,
6666,61122089,なし,なし,なし,なし,あり,
6668,61122093,なし,なし,なし,なし,なし,
6670,61152080,なし,あり,なし,なし,あり,
6673,61152080,なし,なし,なし,なし,あり,
6677,61212076,なし,あり,なし,なし,なし,
6679,61212078,なし,なし,なし,なし,あり,
6683,61212078,なし,なし,なし,なし,なし,
6685,61312055,なし,なし,なし,なし,あり,
6688,61322040,なし,なし,なし,なし,あり,
6690,61322042,なし,なし,あり,なし,あり,
6695,61512027,なし,なし,なし,なし,あり,
6698,61652032,なし,なし,なし,なし,あり,
6700,61652032,なし,なし,なし,なし,あり,
6702,61652032,なし,なし,なし,なし,なし,
6705,61722026,なし,なし,なし,なし,あり,
6708,61812053,なし,なし,なし,なし,なし,
6709,62122138,なし,なし,なし,なし,なし,
6712,62122141,なし,なし,なし,なし,なし,
6714,62152050,なし,なし,なし,あり,なし,
6717,62152154,なし,なし,なし,なし,なし,
6718,62252053,なし,なし,なし,なし,なし,
6720,62252053,なし,あり,なし,なし,なし,
6730,62312080,なし,なし,あり,あり,あり,
6732,62312080,なし,なし,なし,なし,なし,
6736,62322051,なし,なし,なし,なし,あり,
6737,62322051,なし,なし,なし,なし,なし,
6740,62322058,あり,なし,あり,あり,なし,
6741,62412149,なし,なし,なし,なし,なし,
6742,62412157,なし,なし,なし,なし,なし,
6745,62612085,なし,なし,なし,なし,なし,
6746,62622021,なし,なし,なし,なし,なし,
6747,62622095,なし,なし,あり,なし,あり,
6750,62622095,なし,なし,なし,あり,なし,
6752,62652022,なし,あり,なし,なし,なし,
6754,62652022,なし,なし,なし,なし,なし,
6757,62652022,なし,なし,なし,なし,なし,
6758,62712003,あり,なし,あり,あり,なし,
6760,62722065,なし,なし,なし,なし,なし,
6762,63112102,なし,なし,なし,なし,なし,
6763,63112144,なし,なし,なし,なし,なし,
6764,63112223,なし,あり,あり,なし,なし,
6770,63112247,なし,なし,あり,なし,なし,
6773,63112249,なし,なし,なし,なし,なし,
6774,63112286,なし,なし,なし,なし,なし,
6777,63112313,なし,なし,あり,なし,なし,
6779,63112313,なし,なし,なし,なし,なし,
6783,63112314,なし,なし,なし,あり,あり,
6784,63112314,なし,なし,なし,なし,なし,
6786,63112314,なし,なし,なし,なし,なし,
6790,63112314,なし,なし,なし,なし,あり,
6792,63122037,なし,なし,あり,なし,なし,
6794,63122547,なし,あり,あり,なし,なし,
6801,63122550,なし,なし,あり,なし,なし,
6802,63122570,なし,なし,あり,なし,なし,
6806,63122570,なし,なし,なし,なし,なし,
6807,63122585,なし,なし,なし,なし,なし,
6809,63122588,なし,なし,なし,あり,あり,
6810,63122588,なし,なし,なし,なし,なし,
6813,63122588,なし,なし,なし,なし,なし,
6815,63122598,なし,なし,なし,なし,なし,
6818,63122602,なし,なし,なし,なし,あり,
6829,63122602,なし,なし,あり,なし,なし,
6832,63122604,なし,あり,あり,なし,なし,
6836,63122604,なし,なし,なし,なし,なし,
6843,63122604,なし,なし,なし,なし,なし,
6847,63122607,なし,なし,あり,なし,あり,
6852,63122608,なし,あり,あり,なし,なし,
6857,63122609,なし,なし,なし,なし,あり,
6868,63122610,なし,なし,あり,なし,なし,
6870,63122612,なし,あり,あり,なし,なし,
6872,63122612,なし,なし,なし,なし,なし,
