,顧客ID,商品コード,売上単価,数量,売上,明細ID,スコア
1060,3342015,5B0001,4340,1,4340,30000235691,0
1061,3412085,200103,0,1,0,30000235751,0
1062,3412085,200080,1944,2,3888,30000235752,0
1063,3412085,200104,0,2,0,30000235753,0
1064,3452002,5B0001,8550,1,8550,30000235281,0
1065,3452010,200021,0,1,0,30000234421,0
1066,3512047,200049,0,1,0,30000235391,0
1067,3512047,200071,16200,1,16200,30000235392,2
1068,3512047,400548,0,1,0,30000235393,0
1069,3632034,200006,8640,1,8640,30000234921,1
1070,3632034,400532,0,1,0,30000234922,0
1071,3712033,1B2203,0,1,0,30000234301,0
1072,3712033,1B2202,0,1,0,30000234302,0
1073,3712033,1B2295,0,1,0,30000234303,0
1074,3712033,300011,2160,1,2160,30000234304,0
1075,3712033,300004,540,1,540,30000234305,0
1076,3712033,1B2201,28080,1,28080,30000234306,4
1077,3712033,200035,2160,2,4320,30000234307,0
1078,3712033,400543,-4320,1,-4320,30000234308,0
1079,3722051,200049,0,1,0,30000234901,0
1080,3722051,1A1701,51840,1,51840,30000234902,0
1081,3722051,1A1702,0,1,0,30000234903,0
1082,3722051,300006,3240,1,3240,30000234904,0
1083,3722051,1A1702,0,1,0,30000235981,0
1084,3722051,1B2201,28080,1,28080,30000235982,4
1085,3722051,200080,1944,2,3888,30000235983,0
1086,3722051,400543,-1944,2,-3888,30000235984,0
1087,3812035,200043,16200,1,16200,30000235191,0
1088,3812036,200049,0,1,0,30000234631,0
1089,3812036,201701,86400,1,86400,30000235121,0
1090,3812036,201702,0,1,0,30000235122,0
1091,3812036,201703,0,1,0,30000235651,0
1092,3812036,201795,0,1,0,30000235652,0
1093,3812036,200101,16200,1,16200,30000235653,0
1094,3812036,200102,0,1,0,30000235654,0
1095,3812036,200103,0,1,0,30000235655,0
1096,3812036,200104,0,2,0,30000235656,0
1097,4122066,200080,1944,1,1944,40000028501,0
1098,4122066,200081,2052,1,2052,40000028502,0
1099,4122066,200035,2160,1,2160,40000028503,0
1100,4122066,200082,2268,1,2268,40000028504,0
1101,5111146,200006,8640,1,8640,20001637981,1
1102,5111146,400021,-1728,1,-1728,20001637982,0
1103,5111146,300004,540,1,540,20001637983,0
1104,5141032,200071,16200,1,16200,20001630411,2
1105,5141032,300011,2160,1,2160,20001630412,0
1106,5222012,200006,8640,1,8640,530000900991,1
1107,5222012,300004,540,1,540,530000900992,0
1108,5332132,200006,8640,1,8640,1430000221741,1
1109,5332132,200073,8640,1,8640,1430000221742,0
1110,5342037,1B2201,28080,1,28080,530000902371,4
1111,5342037,200081,2052,2,4104,530000902372,0
1112,5342037,400543,-2052,2,-4104,530000902373,0
1113,5342037,1B2203,0,1,0,1430000221901,0
1114,5342037,1B2202,0,1,0,1430000221902,0
1115,5342037,300013,1080,1,1080,1430000221903,0
1116,5342037,300004,540,1,540,1430000221904,0
1117,5342037,600089,1620,1,1620,1430000221905,0
1118,5342037,600090,1404,1,1404,1430000221906,0
1119,5342037,600019,1944,1,1944,1430000221907,0
1120,5342037,1B2295,0,1,0,1430000221908,0
1121,5411031,1B2101,30240,1,30240,20001634531,0
1122,5411031,1B2102,0,1,0,20001634532,0
1123,5411031,300004,540,1,540,20001634533,0
1124,5412116,300004,540,1,540,820000263011,0
1125,5412116,1B1402,0,1,0,820000263012,0
1126,5412116,1B1403,0,1,0,820000263013,0
1127,5412221,1B1402,0,1,0,1200000287391,0
1128,5412221,300004,540,1,540,1200000287392,0
1129,5412221,1B0304,0,1,0,1200000287393,0
1130,5511131,1B2203,0,1,0,1200000289371,0
1131,5511131,1B2295,0,1,0,1200000289372,0
1132,5511131,300004,540,1,540,1200000289373,0
1133,5522020,300106,0,1,0,1200000288731,0
1134,5522020,200008,8640,1,8640,1200000288732,0
1135,5522020,400021,-864,1,-864,1200000288733,0
1136,5522020,600099,2700,1,2700,1200000288734,0
1137,5522020,600090,1404,1,1404,1200000288735,0
1138,5522020,600002,391,4,1564,1200000288736,0
1139,5522020,600079,432,1,432,1200000288737,0
1140,5522050,1B2201,28080,1,28080,1120000058921,4
1141,5522050,1B2209,0,1,0,1120000058922,0
1142,5522050,1B2203,0,1,0,1120000058923,0
1143,5522050,1B2207,0,4,0,1120000058924,0
1144,5522050,1B2295,0,1,0,1120000058925,0
1145,5522050,300011,2160,1,2160,1120000058926,0
1146,5522050,300004,540,1,540,1120000058927,0
1147,5522050,200082,2268,2,4536,1120000058928,0
1148,5522050,400543,-2268,2,-4536,1120000058929,0
1149,5652029,300017,3240,1,3240,20001628491,0
1150,5652029,1B0302,0,1,0,20001628492,0
1151,5711086,1B2101,30240,1,30240,700000339221,0
1152,5711086,1B2102,0,1,0,700000339222,0
1153,5711086,300004,540,1,540,700000339223,0
1154,5711086,300009,1080,1,1080,700000339224,0
1155,5711086,600029,1700,1,1700,700000339225,0
1156,5711086,5B0001,8890,1,8890,700000340071,0
1157,5711086,0705B0021,0,1,0,700000340072,0
1158,5711086,0705B0035,0,1,0,700000340073,0
1159,5711086,0705B0037,0,1,0,700000340074,0
1160,5711086,0705B0010,0,1,0,700000340075,0
1161,5711086,0705B0011,0,1,0,700000340076,0
1162,5752067,200006,8640,1,8640,110000408721,1
1163,5752067,300004,540,1,540,110000408722,0
1164,6112072,200006,8640,1,8640,320000507141,1
1165,6112114,200103,0,1,0,60000737511,0
1166,6112114,200104,0,1,0,60000737512,0
1167,6112114,200110,0,1,0,60000737513,0
1168,6112388,200073,8640,1,8640,60000738011,0
1169,6112388,300013,1080,1,1080,60000738012,0
1170,6112388,400021,-1728,1,-1728,60000738013,0
1171,6112396,200073,8640,1,8640,60000738461,0
1172,6112396,300011,2160,1,2160,60000738462,0
1173,6112433,1A1502,0,1,0,60000740421,0
1174,6112433,1A1507,0,1,0,60000740422,0
1175,6112433,1B2201,28080,1,28080,60000740423,4
1176,6112433,200035,2160,2,4320,60000740424,0
1177,6112433,400543,-2160,2,-4320,60000740425,0
1178,6112434,200049,0,1,0,60000734571,0
1179,6112434,1A1601,82080,1,82080,60000734572,3
1180,6112434,1A1603,0,1,0,60000734573,0
1181,6112434,1A1604,0,1,0,60000734574,0
1182,6112434,300004,540,1,540,60000734575,0
1183,6112434,1A1605,0,1,0,60000737141,0
1184,6112434,1A1606,0,2,0,60000737142,0
1185,6112434,1A1607,0,1,0,60000737143,0
1186,6112434,000001,0,1,0,60000737144,0
1187,6112434,600023,1625,1,1625,60000737145,0
1188,6112435,200049,0,1,0,60000736461,0
1189,6112436,200032,0,1,0,60000737501,0
1190,6112436,200101,16200,1,16200,60000737502,0
1191,6112436,200102,0,1,0,60000737503,0
1192,6112436,200073,8640,1,8640,60000737504,0
1193,6112436,300013,1080,1,1080,60000737505,0
1194,6112436,400018,-2160,1,-2160,60000737506,0
1195,6112436,400548,0,1,0,60000737507,0
1196,6112436,200103,0,1,0,60000738181,0
1197,6112436,200104,0,2,0,60000738182,0
1198,6112436,200110,0,1,0,60000738183,0
1199,6121155,200008,8640,1,8640,1430000223511,0
1200,6121155,600050,540,1,540,1430000223512,0
1201,6122048,1B2201,28080,1,28080,530000896871,4
1202,6122048,1B2202,0,1,0,530000896872,0
1203,6122048,300105,0,1,0,530000896873,0
1204,6122048,300102,0,1,0,530000896874,0
1205,6122048,300103,0,1,0,530000896875,0
1206,6122048,300107,0,1,0,530000896876,0
1207,6122048,400543,-2160,1,-2160,530000896877,0
1208,6122048,300011,2160,1,2160,530000896878,0
1209,6122048,200006,8640,1,8640,530000903101,1
1210,6122048,300007,3240,1,3240,530000903102,0
1211,6122292,200006,8640,1,8640,60000740651,1
1212,6122292,200073,8640,1,8640,60000740652,0
1213,6122540,200006,8640,1,8640,60000736001,1
1214,6122540,300004,540,1,540,60000736002,0
1215,6122540,200032,0,1,0,60000736491,0
1216,6122540,200101,16200,1,16200,60000736681,0
1217,6122540,200102,0,1,0,60000736682,0
1218,6122540,200103,0,1,0,60000737971,0
1219,6122540,200104,0,2,0,60000737972,0
1220,6122540,200110,0,1,0,60000737973,0
1221,6122540,600006,329,1,329,60000737974,0
1222,6122540,006600004,864,1,864,60000737975,0
1223,6122540,200005,0,1,0,60000740311,0
1224,6122540,200081,2052,2,4104,60000740312,0
1225,6122632,1B2102,0,1,0,90000784981,0
1226,6122632,300004,540,1,540,90000784982,0
1227,6122698,200073,8640,1,8640,1530000055871,0
1228,6122735,1B2202,0,1,0,60000740681,0
1229,6122735,1B2202,0,1,0,60000740682,0
1230,6122735,1B2295,0,1,0,60000740683,0
1231,6122736,1B2203,0,1,0,60000736131,0
1232,6122736,1B2202,0,1,0,60000736132,0
1233,6122736,1B2295,0,1,0,60000736133,0
1234,6122736,300011,2160,1,2160,60000736134,0
1235,6122736,300013,1080,1,1080,60000736135,0
1236,6122762,1A1502,0,1,0,60000737201,0
1237,6122762,1B2201,28080,1,28080,60000737202,4
1238,6122762,600004,113,1,113,60000737203,0
1239,6122762,600005,329,1,329,60000737204,0
1240,6122762,1A1509,0,1,0,60000737205,0
1241,6122762,400543,-2160,2,-4320,60000737206,0
1242,6122762,200035,2160,2,4320,60000737207,0
1243,6122762,200041,0,1,0,60000740631,0
1244,6122762,200020,10800,1,10800,60000740632,0
1245,6122762,1A1503,0,1,0,60000740633,0
1246,6122763,1B2201,28080,1,28080,60000739721,4
1247,6122763,1B2202,0,1,0,60000739722,0
1248,6122763,200035,2160,2,4320,60000739723,0
1249,6122763,400543,-2160,2,-4320,60000739724,0
1250,6122763,300011,2160,1,2160,60000739725,0
1251,6122763,300012,2160,1,2160,60000739726,0
1252,6122763,300013,1080,1,1080,60000739727,0
1253,6122772,200071,16200,1,16200,60000737851,2
1254,6122772,400548,0,1,0,60000737852,0
1255,6122773,200049,0,1,0,60000738231,0
1256,6122773,200071,16200,1,16200,60000738232,2
1257,6122773,400548,0,1,0,60000738233,0
1258,6122773,300013,1080,1,1080,60000738234,0
1259,6132191,200073,8640,1,8640,60000735871,0
1260,6132191,200006,8640,1,8640,60000735872,1
1261,6132191,200068,0,1,0,60000735873,0
1262,6132191,300011,2160,1,2160,60000735874,0
1263,6132191,400508,-2160,1,-2160,60000735875,0
1264,6132195,200032,0,1,0,60000736121,0
1265,6132195,200101,16200,1,16200,60000736122,0
1266,6132195,200102,0,1,0,60000736123,0
1267,6132195,300004,540,1,540,60000736471,0
1268,6132195,200006,8640,1,8640,60000736472,1
1269,6132195,200103,0,1,0,60000737021,0
1270,6132195,200104,0,2,0,60000737022,0
1271,6132195,200110,0,1,0,60000737023,0
1272,6141027,200073,8640,1,8640,60000739551,0
1273,6141027,300011,2160,1,2160,60000739552,0
1274,6141027,300012,2160,1,2160,60000739553,0
1275,6141027,400021,-2592,1,-2592,60000739554,0
1276,6142101,200071,16200,1,16200,60000735661,2
1277,6142101,300006,3240,1,3240,60000735662,0
1278,6142101,400548,0,1,0,60000735663,0
1279,6142101,300014,5400,1,5400,60000735664,0
1280,6142101,200032,0,1,0,60000735665,0
1281,6152160,200006,8640,1,8640,60000738371,1
1282,6152160,300004,540,1,540,60000738372,0
1283,6152160,600096,2376,1,2376,60000738373,0
1284,6152160,600006,329,1,329,60000738374,0
1285,6152189,200005,0,1,0,2010000017881,0
1286,6152189,1B2202,0,1,0,2010000017882,0
1287,6152189,300011,2160,1,2160,2010000017883,0
1288,6152189,600017,4320,1,4320,2010000017884,0
1289,6152195,1B2201,28080,1,28080,1310000052231,4
1290,6152195,1B2202,0,1,0,1310000052232,0
1291,6152195,300012,2160,1,2160,1310000052233,0
1292,6152195,400543,-1944,1,-1944,1310000052234,0
1293,6152195,200080,1944,1,1944,1310000052235,0
1294,6152218,200073,8640,1,8640,60000735531,0
1295,6152218,300011,2160,1,2160,60000735532,0
1296,6152218,400021,-1728,1,-1728,60000735533,0
1297,6152221,1B2202,0,1,0,60000740151,0
1298,6152221,1B2295,0,1,0,60000740152,0
1299,6152221,1B2201,28080,1,28080,60000740153,4
1300,6152221,1B2203,0,1,0,60000740154,0
1301,6152221,400543,-2160,2,-4320,60000740155,0
1302,6152221,200035,2160,2,4320,60000740156,0
1303,6152221,600022,2376,1,2376,60000740157,0
1304,6152221,200068,0,1,0,60000740158,0
1305,6152221,600046,1300,1,1300,60000740159,0
1306,6152301,1A1602,0,1,0,60000738471,0
1307,6152301,1A1607,0,1,0,60000738472,0
1308,6152301,1A1608,0,2,0,60000738473,0
1309,6152313,200006,8640,1,8640,60000734551,1
1310,6152313,200073,8640,1,8640,60000734552,0
1311,6152313,300011,2160,1,2160,60000734553,0
1312,6152313,300004,540,1,540,60000734554,0
1313,6152313,400021,-3996,1,-3996,60000734555,0
1314,6152332,1B1402,0,1,0,60000738401,0
1315,6152332,1B1403,0,1,0,60000738402,0
1316,6152332,300004,540,1,540,60000738403,0
1317,6152332,600022,2376,1,2376,60000738404,0
1318,6152517,200301,10800,1,10800,60000738571,0
1319,6152517,200081,2052,1,2052,60000738572,0
1320,6152517,200035,2160,1,2160,60000738573,0
1321,6152517,200302,0,1,0,60000739891,0
1322,6152550,200301,10800,1,10800,60000737701,0
1323,6152550,1B2201,28080,1,28080,60000737702,4
1324,6152550,1B2202,0,1,0,60000737703,0
1325,6152550,300013,1080,1,1080,60000737704,0
1326,6152550,400543,-4212,1,-4212,60000737705,0
1327,6152550,200081,2052,1,2052,60000737706,0
1328,6152550,200035,2160,1,2160,60000737707,0
1329,6152550,200302,0,1,0,60000738781,0
1330,6152550,200303,0,1,0,60000738782,0
1331,6152598,200009,8640,1,8640,60000737621,0
1332,6152598,400021,-864,1,-864,60000737622,0
1333,6152598,1B2209,0,1,0,60000737623,0
1334,6152598,1B2206,0,4,0,60000737624,0
1335,6152598,1B2295,0,1,0,60000737625,0
1336,6152598,1B2201,28080,1,28080,60000737626,4
1337,6152598,400543,-2160,2,-4320,60000737627,0
1338,6152598,200035,2160,2,4320,60000737628,0
1339,6152598,600019,1944,1,1944,60000737629,0
1340,6152598,600021,1296,1,1296,60000737630,0
1341,6152598,600022,2376,1,2376,60000737631,0
1342,6152598,5B0001,146880,1,146880,90000783131,0
1343,6152598,600090,1404,1,1404,90000785141,0
1344,6152598,600018,7179,1,7179,90000785142,0
1345,6152598,600095,2376,1,2376,90000785143,0
1346,6152598,0095B0021,0,1,0,90000786171,0
1347,6152598,0095A0016,0,1,0,90000786711,0
1348,6152634,1A1503,0,1,0,60000739561,0
1349,6152634,1B2201,28080,1,28080,60000739562,4
1350,6152634,600046,1300,2,2600,60000739563,0
1351,6152634,200035,2160,2,4320,60000739564,0
1352,6152634,400543,-2160,2,-4320,60000739565,0
1353,6152645,200006,8640,1,8640,60000738061,1
1354,6152645,300004,540,1,540,60000738062,0
1355,6152647,200071,16200,1,16200,60000739791,2
1356,6152658,1A1602,0,1,0,60000734791,0
1357,6152658,1A1607,0,3,0,60000734792,0
1358,6152658,1A1602,0,1,0,60000740501,0
1359,6152658,1A1695,0,1,0,60000740502,0
1360,6152658,200006,8640,1,8640,60000740503,1
1361,6152667,200068,0,1,0,60000736621,0
1362,6152667,1B2001,42120,1,42120,60000736622,0
1363,6152667,1B2002,0,2,0,60000736623,0
1364,6152667,1B2096,0,1,0,60000736624,0
1365,6152667,400018,-2160,1,-2160,60000736625,0
1366,6152668,200032,0,1,0,60000737071,0
1367,6152668,1B2001,42120,1,42120,60000737072,0
1368,6152668,1B2002,0,1,0,60000737073,0
1369,6152668,600030,1700,1,1700,60000737074,0
1370,6152669,200049,0,1,0,60000737451,0
1371,6152669,200073,8640,1,8640,60000737452,0
1372,6152669,400530,0,1,0,60000737453,0
1373,6152669,300006,3240,1,3240,60000737454,0
1374,6152669,006600013,302,1,302,60000737455,0
1375,6152669,600032,4320,1,4320,60000737456,0
1376,6152669,600033,2592,1,2592,60000737457,0
1377,6152669,600034,5400,1,5400,60000737458,0
1378,6152669,400547,-648,1,-648,60000737459,0
1379,6152669,400546,-810,1,-810,60000737460,0
1380,6152670,200032,0,1,0,60000739031,0
1381,6152670,1A1701,51840,1,51840,60000739032,0
1382,6152670,1A1703,0,1,0,60000739033,0
1383,6152671,200032,0,1,0,60000740281,0
1384,6152671,1A1501,105840,1,105840,60000740282,5
1385,6152671,1A1504,0,1,0,60000740283,0
1386,6152671,1B2201,28080,1,28080,60000740284,4
1387,6152671,1B2274,-10800,1,-10800,60000740285,0
1388,6212125,0095B0001,2870,1,2870,90000783731,0
1389,6212125,200071,16200,1,16200,90000784541,2
1390,6212125,300012,2160,1,2160,90000784542,0
1391,6212125,300013,1080,1,1080,90000784543,0
1392,6212125,200081,2052,1,2052,90000784544,0
1393,6212125,0095B0001,3860,1,3860,90000785091,0
1394,6212125,600032,4320,1,4320,90000785301,0
1395,6212125,600033,2592,2,5184,90000785302,0
1396,6212125,600034,5400,1,5400,90000785303,0
1397,6212125,400547,-648,1,-648,90000785304,0
1398,6212125,400546,-810,1,-810,90000785305,0
1399,6212125,400545,-1037,1,-1037,90000785306,0
1400,6212125,0095B0001,0,1,0,90000785691,0
1401,6212125,0095A0003,199800,1,199800,90000787321,0
1402,6212360,1B2002,0,1,0,60000740141,0
1403,6212360,300004,540,1,540,60000740142,0
1404,6212398,200082,2268,1,2268,60000739701,0
1405,6212467,1B2201,28080,1,28080,290000366401,4
1406,6212467,600030,1700,1,1700,290000366402,0
1407,6212467,400543,-3996,1,-3996,290000366403,0
1408,6212467,200081,2052,1,2052,290000366404,0
1409,6212467,200080,1944,1,1944,290000366405,0
1410,6212477,200071,16200,1,16200,60000739181,2
1411,6212477,300012,2160,1,2160,60000739182,0
1412,6212477,300013,1080,1,1080,60000739183,0
1413,6212477,400529,-10800,1,-10800,60000739184,0
1414,6212495,200006,8640,1,8640,160000640291,1
1415,6212495,300004,540,1,540,160000640292,0
1416,6212495,600019,1944,1,1944,160000640293,0
1417,6212495,600096,2376,2,4752,160000640294,0
1418,6212514,200006,8640,1,8640,60000737721,1
1419,6212514,200073,8640,1,8640,60000737722,0
1420,6212514,600089,1620,1,1620,60000737723,0
1421,6212514,600046,1300,1,1300,60000737724,0
1422,6212541,600063,648,1,648,60000737741,0
1423,6212541,200081,2052,2,4104,60000737742,0
1424,6212579,1B2209,0,1,0,60000735021,0
1425,6212579,1B2295,0,1,0,60000735022,0
1426,6212579,1B2201,28080,1,28080,60000735023,4
1427,6212579,1B2203,0,1,0,60000735024,0
1428,6212579,300011,2160,1,2160,60000735025,0
1429,6212579,300004,540,1,540,60000735026,0
1430,6212579,400543,-4104,1,-4104,60000735027,0
1431,6212579,200081,2052,2,4104,60000735028,0
1432,6212579,1B2201,28080,1,28080,60000735029,4
1433,6212579,200035,2160,2,4320,60000735030,0
1434,6212579,400543,-4320,1,-4320,60000735031,0
1435,6212579,600098,216,1,216,60000735032,0
1436,6212589,200032,0,1,0,60000735911,0
1437,6212589,1A1501,105840,1,105840,60000735912,5
1438,6212589,1A1571,-2160,1,-2160,60000735913,0
1439,6212589,1A1504,0,1,0,60000735914,0
1440,6212589,1A1503,0,1,0,60000737041,0
1441,6212589,1A1505,0,1,0,60000737042,0
1442,6212589,1A1506,0,2,0,60000737043,0
1443,6212589,1A1507,0,1,0,60000737044,0
1444,6212589,1A1518,0,1,0,60000737045,0
1445,6212589,1A1517,0,1,0,60000737046,0
1446,6212589,1A1511,0,3,0,60000737047,0
1447,6212589,1A1533,0,1,0,60000737048,0
1448,6212590,200073,8640,1,8640,60000739731,0
1449,6212590,300011,2160,1,2160,60000739732,0
1450,6212590,400549,0,1,0,60000739733,0
1451,6222235,1A1503,0,1,0,60000735921,0
1452,6222235,1A1502,0,1,0,60000735922,0
1453,6222235,1A1505,0,1,0,60000735923,0
1454,6222235,1A1506,0,2,0,60000735924,0
1455,6222235,1A1507,0,2,0,60000735925,0
1456,6222235,1A1511,0,1,0,60000735926,0
1457,6222235,1A1517,0,1,0,60000735927,0
1458,6222235,1A1518,0,1,0,60000735928,0
1459,6222235,1A1532,0,1,0,60000735929,0
1460,6222236,200073,8640,1,8640,60000735961,0
1461,6222236,400548,0,1,0,60000735962,0
1462,6222236,300011,2160,1,2160,60000735963,0
1463,6222236,200032,0,1,0,60000735964,0
1464,6232219,0095A0060,0,1,0,90000783451,0
1465,6232219,0095A0060,0,1,0,90000783671,0
1466,6232230,200071,16200,1,16200,60000736551,2
1467,6232230,300012,2160,1,2160,60000736552,0
1468,6232244,200041,0,1,0,60000736271,0
1469,6232244,200009,8640,1,8640,60000736272,0
1470,6232244,400477,-8640,1,-8640,60000736273,0
1471,6232244,200016,3240,1,3240,60000736274,0
1472,6232244,400544,-1080,1,-1080,60000736275,0
1473,6232244,600033,2592,1,2592,60000736276,0
1474,6232260,200032,0,1,0,60000736501,0
1475,6232260,200101,16200,1,16200,60000736502,0
1476,6232260,200102,0,1,0,60000736503,0
1477,6232260,200073,8640,1,8640,60000736504,0
1478,6232260,200103,0,1,0,60000737801,0
1479,6232260,200104,0,1,0,60000737802,0
1480,6232260,200110,0,1,0,60000737803,0
1481,6232260,200081,2052,1,2052,60000737804,0
1482,6232262,200006,8640,1,8640,60000735151,1
1483,6232262,400532,0,1,0,60000735152,0
1484,6232262,300004,540,1,540,60000735153,0
1485,6232262,200032,0,1,0,60000735154,0
1486,6232262,200068,0,1,0,60000735155,0
1487,6232262,1A1501,105840,1,105840,60000738381,5
1488,6232262,1A1504,0,1,0,60000738382,0
1489,6232262,1A1505,0,1,0,60000739671,0
1490,6232262,1A1506,0,1,0,60000739672,0
1491,6232262,1A1507,0,1,0,60000739673,0
1492,6232262,1A1511,0,1,0,60000739674,0
1493,6232262,1A1517,0,1,0,60000739675,0
1494,6232262,1A1518,0,1,0,60000739676,0
1495,6232262,1A1532,0,1,0,60000739677,0
1496,6232262,1A1533,0,1,0,60000739678,0
1497,6232262,000001,0,1,0,60000739679,0
1498,6232262,006600004,864,1,864,60000739680,0
1499,6232263,200006,8640,1,8640,60000736661,1
1500,6232263,200073,8640,1,8640,60000736662,0
1501,6232263,300013,1080,1,1080,60000736663,0
1502,6232263,200101,16200,1,16200,60000736664,0
1503,6232263,200102,0,1,0,60000736665,0
1504,6232263,400532,0,1,0,60000736666,0
1505,6232263,200103,0,1,0,60000738451,0
1506,6232263,200104,0,2,0,60000738452,0
1507,6232263,200110,0,1,0,60000738453,0
1508,6232263,200005,0,1,0,320000509371,0
1509,6232263,200081,2052,1,2052,320000509372,0
1510,6232263,200035,2160,1,2160,320000509373,0
1511,6252219,1B2203,0,1,0,60000738761,0
1512,6252219,1B2295,0,1,0,60000738762,0
1513,6252219,1B2201,28080,1,28080,60000738763,4
1514,6252219,1B2202,0,1,0,60000738764,0
1515,6252219,400543,0,1,0,60000738765,0
1516,6252378,1B2201,28080,1,28080,60000734901,4
1517,6252378,200035,2160,2,4320,60000734902,0
1518,6252378,400543,-2160,2,-4320,60000734903,0
1519,6252378,300011,2160,1,2160,60000734904,0
1520,6252378,300013,1080,1,1080,60000734905,0
1521,6252378,300004,540,1,540,60000734906,0
1522,6252378,1B2203,0,1,0,60000734907,0
1523,6252378,1B2209,0,1,0,60000734908,0
1524,6252378,1B2295,0,1,0,60000734909,0
1525,6252378,0095B0014,10490,1,10490,90000783651,0
1526,6252378,600002,391,1,391,90000786201,0
1527,6252382,1A1502,0,1,0,60000740621,0
1528,6252391,1A1602,0,1,0,60000738651,0
1529,6252391,1A1695,0,1,0,60000738652,0
1530,6252391,1A1606,0,2,0,60000738653,0
1531,6252391,1A1607,0,2,0,60000738654,0
1532,6312039,1B2002,0,1,0,60000734721,0
1533,6312039,300004,540,1,540,60000734722,0
1534,6312039,600098,216,1,216,60000734723,0
1535,6312116,200006,8640,1,8640,60000738661,1
1536,6312116,300004,540,1,540,60000738662,0
1537,6312116,200082,2268,4,9072,60000738663,0
1538,6312116,400021,-3651,1,-3651,60000738664,0
1539,6312500,1B2203,0,1,0,60000736161,0
1540,6312500,1B2202,0,1,0,60000736162,0
1541,6312500,1B2295,0,1,0,60000736163,0
1542,6312500,1B2201,28080,1,28080,60000736164,4
1543,6312500,400543,-1944,2,-3888,60000736165,0
1544,6312500,200080,1944,2,3888,60000736166,0
1545,6312535,200101,16200,1,16200,60000738801,0
1546,6312535,200102,0,1,0,60000738802,0
1547,6312535,200103,0,1,0,60000739431,0
1548,6312535,200104,0,2,0,60000739432,0
1549,6312535,200110,0,1,0,60000739433,0
1550,6312535,200035,2160,2,4320,60000739434,0
1551,6312559,1B2209,0,1,0,60000735581,0
1552,6312559,1A1608,0,4,0,60000735582,0
1553,6312559,1A1695,0,1,0,60000735583,0
1554,6312570,1A1502,0,1,0,60000736091,0
1555,6312570,1A1507,0,2,0,60000736092,0
1556,6322157,200071,16200,1,16200,530000900781,2
1557,6322157,300012,2160,1,2160,530000900782,0
1558,6322157,400021,-3240,1,-3240,530000900783,0
1559,6322190,200035,2160,2,4320,60000738281,0
1560,6322190,200081,2052,1,2052,60000738282,0
1561,6322269,200073,8640,1,8640,60000738241,0
1562,6322269,300011,2160,1,2160,60000738242,0
1563,6322270,1B2209,0,1,0,60000738091,0
1564,6322270,1B2295,0,1,0,60000738092,0
1565,6322270,1A1608,0,2,0,60000738093,0
1566,6322270,1A1695,0,1,0,60000738094,0
1567,6322270,1B2201,28080,1,28080,60000738095,4
1568,6322270,400543,-4428,1,-4428,60000738096,0
1569,6322270,200035,2160,1,2160,60000738097,0
1570,6322270,200082,2268,1,2268,60000738098,0
1571,6322270,300014,5400,1,5400,60000738099,0
1572,6322334,1B2302,0,1,0,60000735671,0
1573,6322334,1B2373,0,1,0,60000735672,0
1574,6322334,300105,0,1,0,60000735673,0
1575,6322334,1B2302,0,1,0,60000740181,0
1576,6322334,300105,0,1,0,60000740182,0
1577,6322338,200032,0,1,0,60000739861,0
1578,6322338,1A1501,105840,1,105840,60000739862,5
1579,6322338,1A1504,0,1,0,60000739863,0
1580,6322338,1B2201,28080,1,28080,60000739864,4
1581,6322338,1B2274,-10800,1,-10800,60000739865,0
1582,6331012,200006,8640,1,8640,60000737591,1
1583,6331012,300004,540,1,540,60000737592,0
1584,6331012,300007,3240,1,3240,60000737593,0
1585,6331012,300017,3240,1,3240,60000737594,0
1586,6332200,1B2103,0,1,0,60000738321,0
1587,6332200,300004,540,1,540,60000738322,0
1588,6332288,200006,8640,1,8640,60000736971,1
1589,6332288,200082,2268,1,2268,60000736972,0
1590,6332295,1B2201,28080,1,28080,60000737831,4
1591,6332295,1B2202,0,1,0,60000737832,0
1592,6332295,300011,2160,1,2160,60000737833,0
1593,6332295,300012,2160,1,2160,60000737834,0
1594,6332295,1A1509,0,3,0,60000737835,0
1595,6332295,1A1595,0,1,0,60000737836,0
1596,6332295,200082,2268,2,4536,60000737837,0
1597,6332295,400543,-2268,2,-4536,60000737838,0
1598,6332295,600095,2376,1,2376,60000737839,0
1599,6342072,200071,16200,1,16200,60000738581,2
1600,6342072,300011,2160,1,2160,60000738582,0
1601,6342072,300013,1080,1,1080,60000738583,0
1602,6342072,300006,3240,1,3240,60000738584,0
1603,6342072,300003,1080,1,1080,60000738585,0
1604,6342084,1B1402,0,1,0,60000740491,0
1605,6342084,1B1403,0,1,0,60000740492,0
1606,6342087,1B2202,0,1,0,60000737711,0
1607,6342087,300104,0,1,0,60000737712,0
1608,6342087,300011,2160,1,2160,60000737713,0
1609,6342087,300012,2160,1,2160,60000737714,0
1610,6342087,600030,1700,1,1700,60000737715,0
1611,6412148,1B2302,0,1,0,840000113791,0
1612,6412148,1B2373,0,1,0,840000113792,0
1613,6412148,1A1402,0,1,0,840000113801,0
1614,6412148,300101,16200,1,16200,840000113802,0
1615,6412148,300104,0,1,0,840000113803,0
1616,6412148,600030,1700,1,1700,840000113804,0
1617,6412148,600012,3024,1,3024,840000113805,0
1618,6412148,600018,7179,1,7179,840000113806,0
1619,6412148,600089,1620,1,1620,840000113807,0
